name;first_name;chains
Кармолис леден 75г;Кармолис;name_soc_W
Сафистон таблетки №20;Сафистон;name_soc_W
АнвиМакс таблетки шипуч клюква б/сахара №10;АнвиМакс;name_soc_W
Дюспаталин таблетки 135мг №50;Дюспаталин;name_soc_W
Индометацин супп 50мг №10;Индометацин;name_soc_W
Кетокам таблетки 10 мг №20;Кетокам;name_soc_W
Амбробене Стоптуссин таблетки 4мг+100мг №20;Амбробене;name_soc_W
Амброксол Вертекс р-р д/инг и прием внутрь 7,5мг/мл 100мл;Амброксол;name_soc_W
Эйфа АЦ гран д/приг р-ра 600мг №10;Эйфа;name_soc_W
АнвиМакс капс. №20;АнвиМакс;name_soc_W
Эйфа АЦ гран д/приг р-ра 200мг №20;Эйфа;name_soc_W
Доктор Мом ягодные паст №20;Доктор;name_soc_W
Доктор Мом сироп 100мл;Доктор;name_soc_W
Доктор Мом малина паст №20;Доктор;name_soc_W
Эвкалипт М таблетки №20;Эвкалипт;name_soc_W
Доктор Мом клубника паст №20;Доктор;name_soc_W
Доктор Мом лимон паст №20;Доктор;name_soc_W
Доктор Мом апельсин паст №20;Доктор;name_soc_W
Доктор Мом ананас паст №20;Доктор;name_soc_W
Флурбипрофен таблетки д/расс 8,75мг №20;Флурбипрофен;name_soc_W
Ринзасип д/дет малина с вит С пак 3,0 №10;Ринзасип;name_soc_W
Септолете Тотал таблетки лимон-бузина №8;Септолете;name_soc_W
Гелангин нова р-р 0,1% 200мл;Гелангин;name_soc_W
Ангидак септ р-р 0,15% 150мл;Ангидак;name_soc_W
Граммидин с анестетиком спрей 112доз;Граммидин;name_soc_W
Ангидак спрей 0,255мг/доза 176доз 30мл;Ангидак;name_soc_W
Стрепсилс Интенсив таблетки №24;Стрепсилс;name_soc_W
Кеторол амп 30мг/мл 1мл №10;Кеторол;name_soc_W
Тантум Верде спрей 176доз/30мл;Тантум;name_soc_W
Аленталь таблетки 100мг №20;Аленталь;name_soc_W
Спазмалгон таблетки №20;Спазмалгон;name_soc_W
Дротаверин таблетки 40мг №50;Дротаверин;name_soc_W
Дротаверин-Тева таблетки 40мг №20;Дротаверин-Тева;name_soc_W
Дротаверин таблетки 40мг №28;Дротаверин;name_soc_W
Но-шпа форте таблетки 80мг №24;Но-шпа;name_soc_W
Спазмалгон таблетки №50;Спазмалгон;name_soc_W
Но-шпа амп 2мл №5;Но-шпа;name_soc_W
Триган-Д таблетки №100;Триган-Д;name_soc_W
АнвиМакс таблетки шипуч малина №10;АнвиМакс;name_soc_W
Брал таблетки 500мг №20;Брал;name_soc_W
Спазмалгон амп 2мл №10;Спазмалгон;name_soc_W
Спазган таблетки №20;Спазган;name_soc_W
Галидор амп 50мг 2мл №10;Галидор;name_soc_W
Ревалгин таблетки №100;Ревалгин;name_soc_W
Папаверина г/хл амп 2% 2мл №10;Папаверина;name_soc_W
Танацехол таблетки 50мг №30;Танацехол;name_soc_W
Папаверина г/хл таблетки 40мг №10;Папаверина;name_soc_W
Ревалгин таблетки №20;Ревалгин;name_soc_W
Новиган таблетки 400мг №20;Новиган;name_soc_W
Звездочка бальзам жидкий 12мл;Звездочка;name_soc_W
Спазган амп 5мл №5;Спазган;name_soc_W
Но-шпа амп 2мл №25;Но-шпа;name_soc_W
ТераФлю Экстра таблетки №10;ТераФлю;name_soc_W
Галидор таблетки 100мг №50;Галидор;name_soc_W
ГриппоФлю Экстра пор д/приг р-ра черная смородина №8;ГриппоФлю;name_soc_W
Локоид мазь 0,1% 30г;Локоид;name_soc_W
Белодерм Экспресс спрей 0,05% 50мл;Белодерм;name_soc_W
Золотая звезда бальзам 4г;Золотая;name_soc_W
Оциллококцинум гран 1доза №12;Оциллококцинум;name_soc_W
Дексаметазон капли глаз 0,1% 5мл;Дексаметазон;name_soc_W
Дексаметазон таблетки №56;Дексаметазон;name_soc_W
Белодерм мазь 0,05% 40г;Белодерм;name_soc_W
Белодерм крем 0,05% 40г;Белодерм;name_soc_W
Метипред таблетки 4мг №30;Метипред;name_soc_W
Белодерм крем 0,05% 30г;Белодерм;name_soc_W
Белодерм крем 0,05% 15г;Белодерм;name_soc_W
Преднизол амп 1мл №3;Преднизол;name_soc_W
Офтан Дексаметазон капли глаз 0,1% 5мл;Офтан;name_soc_W
Эвкалипта лист 75г;Эвкалипта;name_soc_W
Белодерм мазь 0,05% 30г;Белодерм;name_soc_W
Максидекс капли глаз 0,1% 5мл;Максидекс;name_soc_W
Гидрокортизон мазь 1% 10г;Гидрокортизон;name_soc_W
Фторокорт мазь 0,1% 15г;Фторокорт;name_soc_W
Целестодерм-В мазь 0,1% 30г;Целестодерм-В;name_soc_W
Целестодерм-В мазь 0.1% 15г;Целестодерм-В;name_soc_W
Целестодерм-В крем 0,1% 30г;Целестодерм-В;name_soc_W
Мумие Алтай Золотое таблетки 0,2 №20;Мумие;name_soc_W
Дексаметазон таблетки 0,5мг №10;Дексаметазон;name_soc_W
Дексаметазон капли глаз 0,1% 10мл;Дексаметазон;name_soc_W
Колдрекс Хотрем лимон пор №10;Колдрекс;name_soc_W
Дексаметазон амп 4мг/мл 1мл №10;Дексаметазон;name_soc_W
Анальгин таблетки 500мг №10;Анальгин;name_soc_W
Баралгин М амп 5мл №5;Баралгин;name_soc_W
Диклак гель 5% 50г;Диклак;name_soc_W
Вольтарен эмульгель 1% 20г;Вольтарен;name_soc_W
Налгезин таблетки 275мг №10;Налгезин;name_soc_W
Ринзасип с вит С чёрн смородина пор 5г №5;Ринзасип;name_soc_W
Баралгин М таблетки 500мг №100;Баралгин;name_soc_W
Кетонал таблетки 100мг №20;Кетонал;name_soc_W
Вольтарен амп 75мг/3мл №5;Вольтарен;name_soc_W
Долгит крем 5% 50г;Долгит;name_soc_W
Кетонал капс.50мг №25;Кетонал;name_soc_W
Нурофен сусп клубника 100мг/5мл 150мл;Нурофен;name_soc_W
Реаферон-ЕС липинт лиофил д/приг сусп 500тыс МЕ фл №5;Реаферон-ЕС;name_soc_W
Ксефокам лиоф д/приг р-ра для в/в и в/м 8мг фл №5;Ксефокам;name_soc_W
Пенталгин таблетки №24;Пенталгин;name_soc_W
Ибуклин таблетки №10;Ибуклин;name_soc_W
Ринзасип с вит С апельсин пор 5г №10;Ринзасип;name_soc_W
Дипромета сусп д/ин 7мг/мл амп 1мл №5;Дипромета;name_soc_W
Кортеф табл. 10мг №100;Кортеф;name_soc_W
Дипромета 7мг/мл сусп д/ин 1мл  №1;Дипромета;name_soc_W
Дексаметазон амп 4мг/мл 2мл №10;Дексаметазон;name_soc_W
Ибуклин Экспресс саше №6;Ибуклин;name_soc_W
Ибупрофен сусп внутрь д/дет 100мг/5мл апельсин 100мл;Ибупрофен;name_soc_W
Нурофен Интенсив таблетки №6;Нурофен;name_soc_W
Ацеклофенак таблетки 100мг №20;Ацеклофенак;name_soc_W
Фервекс с/сахар малина пор №8;Фервекс;name_soc_W
Эффералган р-р д/приема внутрь 30мг/мл 90мл;Эффералган;name_soc_W
ГриппоФлю пор д/приг р-ра клюква №10;ГриппоФлю;name_soc_W
Фервекс с/сахар лимон пор №8;Фервекс;name_soc_W
Упсарин Упса таблетки шип 500мг №16;Упсарин;name_soc_W
Некст таблетки №20;Некст;name_soc_W
Кетанов таблетки 10мг №100;Кетанов;name_soc_W
Колдрекс Хотрем мёд/лимон пор №10;Колдрекс;name_soc_W
Парацетамол сусп клубника 120мг/5мл 100мл;Парацетамол;name_soc_W
Парацетамол сусп апельсин 120мг/5мл 200мл;Парацетамол;name_soc_W
Ацетилсалициловая к-та таблетки 500мг №20;Ацетилсалициловая;name_soc_W
Аспирин Экспресс таблетки шип №12;Аспирин;name_soc_W
ГриппоФлю пор д/приг р-ра малина №10;ГриппоФлю;name_soc_W
Аскофен П таблетки №20;Аскофен;name_soc_W
Ацетилсалициловая к-та таблетки 500мг №10;Ацетилсалициловая;name_soc_W
ТераФлю лимон пак №4;ТераФлю;name_soc_W
Парацетамол супп 100мг №10;Парацетамол;name_soc_W
Парацетамол супп 50мг №10;Парацетамол;name_soc_W
Колдрекс МаксГрипп пор №5;Колдрекс;name_soc_W
Парацетамол супп 250мг №10;Парацетамол;name_soc_W
Колдрекс Хотрем лимон пор №5;Колдрекс;name_soc_W
Аспирин-С таблетки шип 400мг №10;Аспирин-С;name_soc_W
ТераФлю лимон пак №14;ТераФлю;name_soc_W
Нимесил гран д/приг сусп 100мг №9;Нимесил;name_soc_W
Колдрекс МаксГрипп пор №10;Колдрекс;name_soc_W
Парацетамол р-р д/внутр прим 25мг/мл 100мл;Парацетамол;name_soc_W
Парацетамол таблетки шип 500мг №12;Парацетамол;name_soc_W
Аскофен Ультра таблетки №10;Аскофен;name_soc_W
Аскофен Ультра таблетки №20;Аскофен;name_soc_W
АнвиМакс мед/лимон пак №6;АнвиМакс;name_soc_W
Нурофаст форте таблетки 400мг №20;Нурофаст;name_soc_W
Кетопрофен-СОЛОфарм амп 50мг/мл 2мл №10;Кетопрофен-СОЛОфарм;name_soc_W
Колдрекс Хотрем мёд/лимон пор №5;Колдрекс;name_soc_W
АджиКолд Хотмикс апельсин пак №5;АджиКолд;name_soc_W
Парацетамол сусп 120мг/5мл 100мл;Парацетамол;name_soc_W
Фервекс лимон/сахар пор №12;Фервекс;name_soc_W
Седальгин Плюс таблетки №20;Седальгин;name_soc_W
Седальгин Плюс таблетки №10;Седальгин;name_soc_W
Фервекс д/дет малина пор №8;Фервекс;name_soc_W
Колдрекс Юниор лимон пор №10;Колдрекс;name_soc_W
Ринзасип с вит С лимон пор 5г №5;Ринзасип;name_soc_W
ТераФлю лимон пак №10;ТераФлю;name_soc_W
Некст таблетки №10;Некст;name_soc_W
ТераФлю Экстра лимон пак №10;ТераФлю;name_soc_W
Темпалгин таблетки №100;Темпалгин;name_soc_W
Самеликс таблетки 400мг №20;Самеликс;name_soc_W
Холосас 215мл;Холосас;name_soc_W
Липы цветки ф/п 1,5г №20;Липы;name_soc_W
Омез капс.20мг №30;Омез;name_soc_W
Новобисмол таблетки 120мг №56;Новобисмол;name_soc_W
Гевискон двойное действие мята сусп 150мл;Гевискон;name_soc_W
Ксилен спрей назал 0,1% 15мл;Ксилен;name_soc_W
Алмагель Нео пакет 10мл №10;Алмагель;name_soc_W
Ортанол капс.20мг №28;Ортанол;name_soc_W
Итомед таблетки 50мг №40;Итомед;name_soc_W
Итомед таблетки 50мг №100;Итомед;name_soc_W
Гевискон сусп 150мл;Гевискон;name_soc_W
Гастрофарм таблетки 2,5г №6;Гастрофарм;name_soc_W
Гевискон форте сусп 150мл;Гевискон;name_soc_W
Гевискон сусп 300мл;Гевискон;name_soc_W
Релцер сусп 180мл;Релцер;name_soc_W
Граммидин дет спрей 112доз;Граммидин;name_soc_W
Желудочно-кишечный сбор ф/п 2г Фитогастрол №20;Желудочно-кишечный;name_soc_W
Гастал таблетки №30;Гастал;name_soc_W
Маалокс сусп 15мл №30;Маалокс;name_soc_W
Маалокс сусп 250мл;Маалокс;name_soc_W
Алмагель сусп 170мл;Алмагель;name_soc_W
Фосфалюгель сусп 16г №20;Фосфалюгель;name_soc_W
Гексикон супп №10;Гексикон;name_soc_W
Називин капли 0,01% 5мл;Називин;name_soc_W
Рутацид таблетки 500мг №20;Рутацид;name_soc_W
Эманера капс.40мг №14;Эманера;name_soc_W
Гевискон форте мята сусп 10мл №12;Гевискон;name_soc_W
Пантопразол Канон таблетки 20мг №28;Пантопразол;name_soc_W
Гевискон таблетки жеват мята №24;Гевискон;name_soc_W
Хайрабезол таблетки 10мг №30;Хайрабезол;name_soc_W
Рабепразол-СЗ капс.10мг №28;Рабепразол-СЗ;name_soc_W
Нексиум таблетки 40мг №28;Нексиум;name_soc_W
Эзомепразол Канон таблетки 20мг №28;Эзомепразол;name_soc_W
Ребагит таблетки 100мг №30;Ребагит;name_soc_W
Агри детский таблетки №40;Агри;name_soc_W
Эвкалипта н-ка 25мл;Эвкалипта;name_soc_W
Рабепразол-СЗ капс.20мг №14;Рабепразол-СЗ;name_soc_W
Викаир таблетки №20;Викаир;name_soc_W
Ренни таблетки апельсин №48;Ренни;name_soc_W
Пантопразол Канон таблетки 40мг №28;Пантопразол;name_soc_W
Омепразол-OBL капс.20мг №28;Омепразол-OBL;name_soc_W
Фосфалюгель сусп 16г №6;Фосфалюгель;name_soc_W
Нольпаза таблетки 40мг №56;Нольпаза;name_soc_W
Ренни таблетки апельсин №12;Ренни;name_soc_W
Ренни таблетки мята б/сахара №12;Ренни;name_soc_W
Тизин Классик спрей назал 0,05% 10мл;Тизин;name_soc_W
Гексикон таблетки ваг 16мг №10;Гексикон;name_soc_W
Хайрабезол таблетки 20мг №15;Хайрабезол;name_soc_W
Маалокс таблетки №20;Маалокс;name_soc_W
Алмагель А сусп 170мл;Алмагель;name_soc_W
Сульфасалазин таблетки 500мг №50;Сульфасалазин;name_soc_W
Виаскон р-р д/приема внутрь 10мл №12;Виаскон;name_soc_W
Экспортал пор детский д/приг р-ра пак 5г №6;Экспортал;name_soc_W
Максилак капс. №10;Максилак;name_soc_W
Экспортал пор д/приг р-ра пак 10г №20;Экспортал;name_soc_W
Бифидумбактерин таблетки 5 доз №30;Бифидумбактерин;name_soc_W
Називин капли 0,05% 10мл;Називин;name_soc_W
Бифидумбактерин супп №10;Бифидумбактерин;name_soc_W
Пиобактериофаг поливалент секстафаг 20мл №4;Пиобактериофаг;name_soc_W
Бифидумбактерин пор 5 доз №30;Бифидумбактерин;name_soc_W
Рекицен-РД 100г;Рекицен-РД;name_soc_W
Бифидумбактерин пор 5 доз №10;Бифидумбактерин;name_soc_W
Бифидумбактерин Форте пор 5 доз №10;Бифидумбактерин;name_soc_W
Энтерол капс.250мг №10;Энтерол;name_soc_W
Линекс капс. №16;Линекс;name_soc_W
Називин Сенситив спрей назал 22,5мкг/доза 10мл;Називин;name_soc_W
Аципол капс. №30;Аципол;name_soc_W
Линекс форте капс. №14;Линекс;name_soc_W
Смектит пор д/сусп ваниль 5г №10;Смектит;name_soc_W
Смектит пор д/сусп апельсин 5г №10;Смектит;name_soc_W
Смекта пор д/сусп апельсин 3г №20;Смекта;name_soc_W
Смекта пор д/сусп ваниль 3г №20;Смекта;name_soc_W
Нифуроксазид капс.200мг №14;Нифуроксазид;name_soc_W
Лактофильтрум таблетки №60;Лактофильтрум;name_soc_W
Лактофильтрум таблетки №30;Лактофильтрум;name_soc_W
Максилак Бэби пор д/внутрь 1,5г №10;Максилак;name_soc_W
Беллалгин таблетки №10;Беллалгин;name_soc_W
Альфазокс р-р д/приема внутрь саше 10мл №20;Альфазокс;name_soc_W
Гастал Мята таблетки №24;Гастал;name_soc_W
Гастал таблетки №12;Гастал;name_soc_W
Гастал Мята таблетки №12;Гастал;name_soc_W
Разо таблетки 20мг №30;Разо;name_soc_W
Антарейт таблетки жев 800мг+40мг №24;Антарейт;name_soc_W
Називин капли 0,025% 10мл;Називин;name_soc_W
Омез капс.10мг №10;Омез;name_soc_W
Гастал таблетки №60;Гастал;name_soc_W
Линекс форте капс. №28;Линекс;name_soc_W
Фитомуцил Холестенорм пак 5г №30;Фитомуцил;name_soc_W
Лактобактерин пор 5 доз №10;Лактобактерин;name_soc_W
Экспортал пор д/приг р-ра пак 10г №10;Экспортал;name_soc_W
Линекс капс. №32;Линекс;name_soc_W
Линекс форте капс. №7;Линекс;name_soc_W
РиоФлора Иммуно капс. №30;РиоФлора;name_soc_W
Фитомуцил Норм пак 5г №30;Фитомуцил;name_soc_W
Фликсоназе спрей назал 50мкг/доза 60доз;Фликсоназе;name_soc_W
Фитомуцил Норм пак 5г №10;Фитомуцил;name_soc_W
Фитомуцил Норм пор 250г;Фитомуцил;name_soc_W
Гевискон таблетки жеват мята №12;Гевискон;name_soc_W
Гевискон таблетки жев двойное дейст мята №12;Гевискон;name_soc_W
Панкреатин 20000 таблетки №20;Панкреатин;name_soc_W
Бускопан супп 10мг №10;Бускопан;name_soc_W
Пензитал таблетки №20;Пензитал;name_soc_W
Энзистал таблетки №80;Энзистал;name_soc_W
Энзистал таблетки №20;Энзистал;name_soc_W
Юниэнзим с МПС таблетки №20;Юниэнзим;name_soc_W
Фестал драже №100;Фестал;name_soc_W
Креон 10000, капс., 20 шт.;Креон;name_soc_W
Креон 25000, капс., 20 шт.;Креон;name_soc_W
Фестал драже №20;Фестал;name_soc_W
Эргоферон таблетки №20;Эргоферон;name_soc_W
Фестал драже №40;Фестал;name_soc_W
Ферместал таблетки №20;Ферместал;name_soc_W
Тримедат пор д/сусп 152,5г;Тримедат;name_soc_W
Фрутослабин таблетки 600мг №30;Фрутослабин;name_soc_W
Ретч таблетки 50мг №70;Ретч;name_soc_W
Тримедат форте таблетки пролонг 300мг №60;Тримедат;name_soc_W
Домперидон таблетки 10мг №30;Домперидон;name_soc_W
Ганатон таблетки 50мг №70;Ганатон;name_soc_W
Бускопан таблетки 10мг №20;Бускопан;name_soc_W
Аира корневища 75г;Аира;name_soc_W
Нафтизин кап назал 0,1% фл-кап 15мл;Нафтизин;name_soc_W
Ганатон таблетки 50мг №10;Ганатон;name_soc_W
Мезим 20000 таблетки №20;Мезим;name_soc_W
Мезим форте таблетки №20;Мезим;name_soc_W
Арбидол капс.100мг №20;Арбидол;name_soc_W
Эрмиталь капс.25000ЕД №50;Эрмиталь;name_soc_W
Виферон-1 150000МЕ супп №10;Виферон-1;name_soc_W
Полисорб МП пор 25г;Полисорб;name_soc_W
Энтеросгель паста 225г;Энтеросгель;name_soc_W
Микразим капс.10000ЕД №100;Микразим;name_soc_W
Панкреатин 10000 таблетки №20;Панкреатин;name_soc_W
Ферментозим форте таблетки 170мг №25;Ферментозим;name_soc_W
Энзистал таблетки №40;Энзистал;name_soc_W
Эрмиталь капс.10000ЕД №20;Эрмиталь;name_soc_W
Эрмиталь капс.25000ЕД №20;Эрмиталь;name_soc_W
Генферон лайт супп 125тыс МЕ №10;Генферон;name_soc_W
Мезим форте таблетки №80;Мезим;name_soc_W
Эрмиталь капс.10000ЕД №50;Эрмиталь;name_soc_W
Микразим капс.10000ЕД №20;Микразим;name_soc_W
Креон 25000, капс., 50 шт.;Креон;name_soc_W
Креон 10000, капс., 50 шт.;Креон;name_soc_W
Микразим капс.25000ЕД №20;Микразим;name_soc_W
Микразим капс.25000ЕД №50;Микразим;name_soc_W
Креон 40000, капс., 50 шт.;Креон;name_soc_W
Панкреатин таблетки 25ЕД №60;Панкреатин;name_soc_W
Пензитал таблетки №80;Пензитал;name_soc_W
Ганатон таблетки 50мг №40;Ганатон;name_soc_W
Тримедат таблетки 100мг №10;Тримедат;name_soc_W
Омез ДСР капс. №30;Омез;name_soc_W
Аира корневища 50г;Аира;name_soc_W
Тизин пантенол дет спрей назал 0,05мг+5мг/доза 10мл;Тизин;name_soc_W
Релцер таблетки №20;Релцер;name_soc_W
Ланцид капс.30мг №30;Ланцид;name_soc_W
Омепразол-Тева капс.20мг №28;Омепразол-Тева;name_soc_W
Подорожника сок 100мл;Подорожника;name_soc_W
Рутацид таблетки 500мг №60;Рутацид;name_soc_W
Алмагель Нео сусп 170мл;Алмагель;name_soc_W
Алоэ сок 50мл;Алоэ;name_soc_W
Ренни таблетки мята б/сахара №48;Ренни;name_soc_W
Лизобакт Комплит спрей д/местн прим 125доз 30мл;Лизобакт;name_soc_W
Нольпаза таблетки 40мг №28;Нольпаза;name_soc_W
Нольпаза таблетки 40мг №14;Нольпаза;name_soc_W
Нольпаза таблетки 20мг №28;Нольпаза;name_soc_W
Маалокс таблетки б/сах №10;Маалокс;name_soc_W
Ренни таблетки ментол №12;Ренни;name_soc_W
Ренни таблетки ментол №24;Ренни;name_soc_W
Ренни таблетки мята б/сахара №24;Ренни;name_soc_W
Ренни таблетки апельсин №24;Ренни;name_soc_W
Алмагель сусп пакет 10мл №10;Алмагель;name_soc_W
Алмагель А сусп пакет 10мл №10;Алмагель;name_soc_W
Мометазон Сандоз спрей назал 50мкг/доза 140доз;Мометазон;name_soc_W
Чага 50г;Чага;name_soc_W
Гастрофарм таблетки 2,5г №18;Гастрофарм;name_soc_W
Гевискон таблетки жев двойное дейст мята №24;Гевискон;name_soc_W
Висмута трикалия дицитрат-Вертекс таблетки 120мг №112;Висмута;name_soc_W
Тримедат форте таблетки пролонг 300мг №20;Тримедат;name_soc_W
Необутин ретард таблетки 300мг №20;Необутин;name_soc_W
Необутин таблетки 100мг №10;Необутин;name_soc_W
Необутин таблетки 200мг №30;Необутин;name_soc_W
Риностейн спрей назал 10мл;Риностейн;name_soc_W
Колофорт таблетки №100;Колофорт;name_soc_W
Ниаспам капс.200мг №30;Ниаспам;name_soc_W
Бекарбон таблетки №6;Бекарбон;name_soc_W
Тримедат таблетки 200мг №30;Тримедат;name_soc_W
Висмута трикалия дицитрат-Вертекс таблетки 120мг №28;Висмута;name_soc_W
Рабиет капс.20мг №28;Рабиет;name_soc_W
Висмута трикалия дицитрат-Вертекс таблетки 120мг №56;Висмута;name_soc_W
Итоприд-Вертекс таблетки 50мг №40;Итоприд-Вертекс;name_soc_W
Ребамипид СЗ таблетки 100мг №30;Ребамипид;name_soc_W
Тизин пантенол спрей назал 0,1мг+5мг/доза 10мл;Тизин;name_soc_W
Ребагит таблетки 100мг №90;Ребагит;name_soc_W
Висмута трикалия дицитрат таблетки 120мг №112;Висмута;name_soc_W
Висмута трикалия дицитрат таблетки 120мг №56;Висмута;name_soc_W
Гевискон двойное действие сусп мятн 300мл;Гевискон;name_soc_W
Ультоп капс.20мг №28;Ультоп;name_soc_W
Смекта пор д/сусп клубника 3г №30;Смекта;name_soc_W
Бифиформ Кидс таблетки жев №20;Бифиформ;name_soc_W
Комплекс пребиотика и пробиотиков премиум капс. №10;Комплекс;name_soc_W
Гептор таблетки 400мг №20;Гептор;name_soc_W
Легалон капс.140мг №30;Легалон;name_soc_W
Нормомед сироп 50мг/мл 120мл;Нормомед;name_soc_W
Метионин таблетки 250мг №50;Метионин;name_soc_W
Гепа-Мерц пак 5г №10;Гепа-Мерц;name_soc_W
Эссливер форте капс. №30;Эссливер;name_soc_W
Гептор таблетки 400мг №40;Гептор;name_soc_W
Гептрал таблетки 500мг №20;Гептрал;name_soc_W
Эсслиал форте капс.300мг №90;Эсслиал;name_soc_W
Легалон капс.70мг №60;Легалон;name_soc_W
Расторопша шрот 100г;Расторопша;name_soc_W
Урсодез капс.500мг №30;Урсодез;name_soc_W
Бронхо-мунал капс.7мг №10;Бронхо-мунал;name_soc_W
Расторопши масло капс. №200;Расторопши;name_soc_W
Гепа-Мерц конц д/инф 5г 10мл №10;Гепа-Мерц;name_soc_W
Карсил драже 35мг №180;Карсил;name_soc_W
Эсслиал форте капс.300мг №30;Эсслиал;name_soc_W
Гринтерол 250мг №100;Гринтерол;name_soc_W
Гринтерол 250мг №50;Гринтерол;name_soc_W
Расторопши масло капс. №100;Расторопши;name_soc_W
Фосфоглив лиоф д/приг р-ра в/в 2,5г №5+р-ль;Фосфоглив;name_soc_W
Бронхо-мунал П капс.3,5мг №10;Бронхо-мунал;name_soc_W
Гепатрин капс. №60;Гепатрин;name_soc_W
Расторопши шрот 100г;Расторопши;name_soc_W
Эссенциале форте Н капс.300мг №180;Эссенциале;name_soc_W
Мотилиум таблетки 10мг №30;Мотилиум;name_soc_W
Пассажикс таблетки жев 10мг №10;Пассажикс;name_soc_W
Уголь белый Актив таблетки 700мг №30;Уголь;name_soc_W
Золотая звезда карандаш д/ингал 1,3г;Золотая;name_soc_W
Нормомед таблетки 500мг №20;Нормомед;name_soc_W
Энтеродез пор 5г;Энтеродез;name_soc_W
Авиамарин таблетки 50мг №10;Авиамарин;name_soc_W
Уголь белый Актив таблетки №10;Уголь;name_soc_W
Регидрон био пор №5;Регидрон;name_soc_W
Бетагистин таблетки 24мг №30;Бетагистин;name_soc_W
Ондансетрон р-р д/ин 2мг/мл 2мл №5;Ондансетрон;name_soc_W
Фосфоглив УРСО капс.35мг+250мг №50;Фосфоглив;name_soc_W
Мотониум таблетки 10мг №30;Мотониум;name_soc_W
Драмина таблетки 50мг №10;Драмина;name_soc_W
Мотилак таблетки 10мг №30;Мотилак;name_soc_W
Нормомед сироп 240мл;Нормомед;name_soc_W
Мотилиум сусп 100мл;Мотилиум;name_soc_W
Гептранорм таблетки №30;Гептранорм;name_soc_W
Адеметионин таблетки 400мг №20;Адеметионин;name_soc_W
Энтекавир Сандоз таблетки 0,5мг №30;Энтекавир;name_soc_W
Ремаксол р-р д/инф 400мл №5;Ремаксол;name_soc_W
Бронхо-мунал капс.7мг №30;Бронхо-мунал;name_soc_W
Гептрал лиоф д/ин фл 400мг №5;Гептрал;name_soc_W
Називин Сенситив спрей назал 11,25мкг/доза 10мл;Називин;name_soc_W
Урдокса таблетки 500мг №50;Урдокса;name_soc_W
Тысячелистника трава 50г;Тысячелистника;name_soc_W
Гроприносин таблетки 500мг №30;Гроприносин;name_soc_W
Уролесан капли 25мл;Уролесан;name_soc_W
Лопуха корни 50г;Лопуха;name_soc_W
Гексорал Табс таблетки д/расс №20;Гексорал;name_soc_W
Чистотела трава 50г;Чистотела;name_soc_W
Фламин таблетки 50мг №30;Фламин;name_soc_W
Бессмертника цветки 35г;Бессмертника;name_soc_W
Чистотела трава ф/п 1,5г №20;Чистотела;name_soc_W
Хофитол таблетки №180;Хофитол;name_soc_W
Хофитол р-р 120мл;Хофитол;name_soc_W
Желчегонный сбор №3 Фитогепатол ф/п 2г №20;Желчегонный;name_soc_W
Реаферон липинт капс.500тыс МЕ №10;Реаферон;name_soc_W
Тысячелистника трава ф/п 1,5г №20;Тысячелистника;name_soc_W
Одуванчика корни 50г;Одуванчика;name_soc_W
Гепабене капс. №30;Гепабене;name_soc_W
Холензим таблетки №50;Холензим;name_soc_W
РегидроВит пор саше 5г №10;РегидроВит;name_soc_W
Дюспаталин таблетки 135мг №15;Дюспаталин;name_soc_W
Самеликс лиоф д/ин 400мг фл №5;Самеликс;name_soc_W
Микразим капс.25000ЕД №40;Микразим;name_soc_W
Дротаверин-СОЛОфарм р-р д/ин 20мг/мл 2мл №10;Дротаверин-СОЛОфарм;name_soc_W
Шиповника плоды 50г;Шиповника;name_soc_W
Фламин гран д/детей пак 1,38г №20;Фламин;name_soc_W
Урсосан капс.250мг №100;Урсосан;name_soc_W
Урсодезоксихолевая к-та капс.250мг №50;Урсодезоксихолевая;name_soc_W
Урсодезоксихолевая к-та капс.250мг №100;Урсодезоксихолевая;name_soc_W
Урдокса капс.250мг №100;Урдокса;name_soc_W
Урдокса капс.250мг №50;Урдокса;name_soc_W
Урсофальк таблетки 500мг №50;Урсофальк;name_soc_W
Трекрезан таблетки 200мг №10;Трекрезан;name_soc_W
Урсосан Форте таблетки п/п/об 500мг №50;Урсосан;name_soc_W
Эксхол капс.250мг №100;Эксхол;name_soc_W
Урсофальк капс.250мг №50;Урсофальк;name_soc_W
Урсофальк капс.250мг №100;Урсофальк;name_soc_W
Желчегонный сбор №3 ф/п 2г №20;Желчегонный;name_soc_W
Урсосан капс.250мг №10;Урсосан;name_soc_W
Урсосан капс.250мг №50;Урсосан;name_soc_W
Холикрон таблетки 200мг №90;Холикрон;name_soc_W
Холосас 95мл;Холосас;name_soc_W
Трекрезан таблетки 200мг №20;Трекрезан;name_soc_W
Эксхол капс.250мг №50;Эксхол;name_soc_W
Желчегонный сбор №2 Фитогепатол 35г;Желчегонный;name_soc_W
Бессмертника цветки 30г;Бессмертника;name_soc_W
Хофитол таблетки №60;Хофитол;name_soc_W
Церукал таблетки 10мг №50;Церукал;name_soc_W
Домперидон-Ксантис таблетки 10мг №30;Домперидон-Ксантис;name_soc_W
Дюфалак сироп 667мг/мл 200мл;Дюфалак;name_soc_W
Фортранс пор 64г №4;Фортранс;name_soc_W
Метенорм капс. №20;Метенорм;name_soc_W
