count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
1759_2022-12-28,Дротаверина гидрохлорид раствор для внутримышечного введения 2% ампулы 2мл №10,2022-12-28,['Запор'],['Дротаверин'],['Болит живот'],['Дротаверин'],"['АО ""Биохимик""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Дротаверин'],['20мг/мл'],['Средства спазмолитики'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760_2022-12-28,Дротаверин таблетки 40мг №20,2022-12-28,"['Запор', 'Мочекаменная болезнь', 'Синдром раздраженного кишечника', 'Головная боль напряженного типа', 'Язва желудка']",['Дротаверин'],['Болит голова'],['Дротаверин'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Без рецепта'],['Обычный'],['Дротаверин'],['40мг'],['Средства спазмолитики'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761_2022-12-28,Дротаверин таблетки 40мг №50,2022-12-28,"['Запор', 'Мочекаменная болезнь', 'Синдром раздраженного кишечника', 'Головная боль напряженного типа', 'Язва желудка']",['Дротаверин'],"['Домашняя аптечка', 'Болит голова', 'Болит живот']",['Дротаверин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Дротаверин'],['40мг'],['Средства спазмолитики'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762_2022-12-28,Ибупрофен суспензия для приема внутрь 100мг/5мл флакон 150мл,2022-12-28,"['Головная боль', 'Боль в суставе', 'Оталгия', 'Изменение зубов и их опорного аппарата неуточненное', 'Боль в горле']",['Ибупрофен'],"['Домашняя аптечка', 'Температура', 'Температура у ребёнка', 'Жар']",['Ибупрофен'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['20мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763_2022-12-28,Ибупрофен суспензия для приема внутрь Клубника 100мг/5мл флакон 100мл,2022-12-28,"['Головная боль', 'Синдром прорезывания зубов']",['Ибупрофен'],"['Домашняя аптечка', 'Профилактика простуды и гриппа']",['Ибупрофен'],"['ОАО ""Синтез""']",['Россия'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['20мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764_2022-12-28,Ибупрофен таблетки 200мг №20,2022-12-28,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Ибупрофен'],"['Домашняя аптечка', 'Температура', 'Жар']",['Ибупрофен'],"['ПАО ""Биосинтез""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765_2022-12-28,Ибупрофен таблетки 200мг №20,2022-12-28,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Ибупрофен'],"['Домашняя аптечка', 'Температура', 'Жар']",['Ибупрофен'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766_2022-12-28,Ибупрофен таблетки 200мг №50,2022-12-28,"['Мигрень', 'Боль в суставе', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Ибупрофен'],['Температура'],['Ибупрофен'],"['ПАО ""Биосинтез""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767_2022-12-28,Ибупрофен таблетки 200мг №50,2022-12-28,"['Подагра', 'Головная боль', 'Миалгия']",['Ибупрофен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Профилактика простуды и гриппа', 'Температура', 'Жар']",['Ибупрофен'],"['ОАО ЗМП ""Борисовский""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768_2022-12-28,Иммунотайм Манго капсулы 250мг №30,2022-12-28,[],['Поливитамины'],"['Домашняя аптечка', 'Профилактика простуды и гриппа', 'Коронавирус', 'иммунитет', 'при простуде', 'простуда']",['Иммунотайм'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Поливитамины'],['Отсутствует'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769_2022-12-28,Имудон таблетки для рассасывания №24,2022-12-28,"['Пародонтоз', 'Острый фарингит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']",['Лизатов бактерий смесь'],"['Профилактика простуды и гриппа', 'Иммунитет']",['Имудон'],"['ОАО ""Фармстандарт-Томскхимфарм""']",['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Лизатов бактерий смесь'],['2.7мг'],['Иммуномодуляторы. Иммуностимуляторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770_2022-12-28,Имудон таблетки для рассасывания №40,2022-12-28,"['Пародонтоз', 'Острый фарингит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']",['Лизатов бактерий смесь'],"['Профилактика простуды и гриппа', 'Иммунитет']",['Имудон'],"['ОАО ""Фармстандарт-Томскхимфарм""']",['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Лизатов бактерий смесь'],['2.7мг'],['Иммуномодуляторы. Иммуностимуляторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771_2022-12-28,Ингалипт аэрозоль флакон 30мл,2022-12-28,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит']","['Мяты перечной масло', 'Сульфаниламид', 'Сульфатиазол серебра', 'Тимол', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника', 'Профилактика простуды и гриппа', 'Ангина']",['Ингалипт'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Аэрозоль для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Сульфаниламид+Тимол+Эвкалипта масло+Мяты перечной масло+Сульфатиазол серебра'],['750мг+15мг+15мг+15мг+750мг'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772_2022-12-28,Индометацин мазь 10% 40г,2022-12-28,"['Миалгия', 'Боль в суставе', 'Полиартроз', 'Остеохондроз позвоночника', 'Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением']",['Индометацин'],['Домашняя аптечка'],['Индометацин'],"['ОАО ЗМП ""Борисовский""']",['Россия'],['Мазь для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Индометацин'],['10%'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773_2022-12-28,Индометацин суппозитории ректальные 100мг №10,2022-12-28,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия']",['Индометацин'],[],['Индометацин'],"['ООО ""Альтфарм""']",['Россия'],['Суппозитории ректальные'],['Рецептурный'],['Не выше 25 С'],['Индометацин'],['100мг'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774_2022-12-28,Индометацин суппозитории ректальные 50мг №10,2022-12-28,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия']",['Индометацин'],[],['Индометацин'],"['ООО ""Альтфарм""']",['Россия'],['Суппозитории ректальные'],['Рецептурный'],['Не выше 25 С'],['Индометацин'],['50мг'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775_2022-12-28,Йокс аэрозоль флакон 30мл,2022-12-28,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит']","['Аллантоин', 'Повидон-йод']","['Домашняя аптечка', 'Аптечка путешественника', 'Профилактика простуды и гриппа', 'Ангина']",['Йокс'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Чехия'],['Аэрозоль для наружного применения'],['Без рецепта'],['10-25 C'],['Аллантоин+Повидон-йод'],['30мг+255мг'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776_2022-12-28,Каметон аэрозоль флакон 45г,2022-12-28,"['Острый назофарингит [насморк]', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит']","['Камфора', 'Ментол', 'Хлорбутанола гемигидрат', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника', 'Профилактика простуды и гриппа', 'Ангина']",['Каметон'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Аэрозоль для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Камфора+Ментол+Эвкалипта масло+Хлорбутанола гемигидрат'],['300мг+300мг+300мг+300мг'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777_2022-12-28,Камфорное масло флакон 30мл,2022-12-28,"['Миалгия', 'Миозит']",['Камфора'],[],['Камфорное масло'],"['ООО ""Йодные Технологии и Маркетинг""']",['Россия'],['Масло для наружного применения'],['Без рецепта'],['15-25 С'],['Камфора'],['10%'],['Местнораздражающие средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778_2022-12-28,Камфорный спирт раствор 10% флакон 40мл Тульская ФФ,2022-12-28,"['Миалгия', 'Миозит']",['Камфора'],[],['Камфорный спирт'],"['ООО ""Тульская ФФ""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['15-25 С'],['Камфора'],['10%'],['Местнораздражающие средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779_2022-12-28,Камфорный спирт раствор 2% флакон 40мл,2022-12-28,"['Миалгия', 'Миозит']",['Камфора'],[],['Камфорный спирт'],"['ЗАО ""Ярославская ФФ""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['Не выше 25 С'],['Камфора'],['2%'],['Местнораздражающие средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780_2022-12-28,Капсикам мазь 30г,2022-12-28,"['Миалгия', 'Боль в суставе']","['Бензилникотинат', 'Диметилсульфоксид', 'Камфора', 'Нонивамид', 'Скипидар']",[],['Капсикам'],"['АО ""Таллиннский ХФЗ""']",['Эстония'],['Мазь для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Диметилсульфоксид+Бензилникотинат+Камфора+Скипидар+Нонивамид'],['50мг+20мг+30мг+30мг+2мг'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781_2022-12-28,Капсикам мазь 50г,2022-12-28,"['Миалгия', 'Боль в суставе']","['Бензилникотинат', 'Диметилсульфоксид', 'Камфора', 'Нонивамид', 'Скипидар']",[],['Капсикам'],"['АО ""Таллиннский ХФЗ""']",['Эстония'],['Мазь для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Диметилсульфоксид+Бензилникотинат+Камфора+Скипидар+Нонивамид'],['50мг+20мг+30мг+30мг+2мг'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782_2022-12-28,Кетопрофен 50мг/мл ампулы 2мл №10,2022-12-28,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Кетопрофен'],[],['Кетопрофен'],"['АО ""Биохимик""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Кетопрофен'],['50мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783_2022-12-28,"Кетопрофен гель 2,5% 30г",2022-12-28,"['Миалгия', 'Боль в суставе', 'Полиартроз', 'Остеохондроз позвоночника', 'Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением']",['Кетопрофен'],['Домашняя аптечка'],['Кетопрофен'],"['ОАО ЗМП ""Борисовский""']",['Беларусь'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Кетопрофен'],['2.5%'],['Противовоспалительные и обезболивающие средства (наружные)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784_2022-12-28,"Кетопрофен гель 2,5% 30г",2022-12-28,"['Миалгия', 'Боль в суставе', 'Полиартроз', 'Остеохондроз позвоночника', 'Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением']",['Кетопрофен'],[],['Кетопрофен'],"['ООО ""Тульская ФФ""']",['Россия'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Кетопрофен'],['2.5%'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785_2022-12-28,Кеторолак раствор 30мг ампулы 1мл №10,2022-12-28,[],['Кеторолак'],[],['Кеторолак'],"['ООО ""Озон""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['15-25 С'],['Кеторолак'],['30мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786_2022-12-28,Кеторолак р-р 30мг амп. 1мл №10,2022-12-28,[],['Кеторолак'],[],['Кеторолак'],"['АО ""Биохимик""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['30мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787_2022-12-28,Кеторол гель 2% 50г,2022-12-28,"['Миалгия', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Радикулопатия', 'Ишиас']",['Кеторолак'],['Домашняя аптечка'],['Кеторол'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Кеторолак'],['2%'],['Средства от боли'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788_2022-12-28,Клодифен Нейро капсулы №30,2022-12-28,"['Подагра', 'Боль в суставе', 'Гнойный и неуточненный средний отит', 'Оталгия', 'Острый фарингит']","['Диклофенак', 'Пиридоксина гидрохлорид (В6)', 'Тиамин (В1)', 'Цианокобаламин (В12)']",[],['Клодифен Нейро'],['World Medicine Ilac San. ve Tic. A.S./Уорлд Медицин Илач Сан. ве Тидж. А.Ш.'],['Турция'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Диклофенак+Тиамин (В1)+Пиридоксина гидрохлорид (В6)+Цианокобаламин (В12)'],['50мг+50мг+50мг+0.25мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789_2022-12-28,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон/Мед пакетики №10,2022-12-28,"['Головная боль', 'Острый назофарингит [насморк]', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Лихорадка неясного происхождения']","['Аскорбиновая кислота', 'Парацетамол', 'Фенилэфрин']","['Домашняя аптечка', 'Простуда', 'порошок от простуды', 'порошки от простуды']",['Колдрекс'],['GlaxoSmithKline/ ГлаксоСмитКляйн'],['Испания'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Фенилэфрин+Аскорбиновая кислота'],['750мг+10мг+60мг'],['Противопростудные комплексы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790_2022-12-28,Комплекс экстрактов Шалфея и Эвкалипта таблетки №20,2022-12-28,[],"['Аскорбиновая кислота', 'Ментол', 'Мяты перечной масло', 'Шалфея масло', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника', 'Профилактика простуды и гриппа', 'Ангина', 'ангина', 'дорожная аптечка', 'домашняя аптечка', 'от боли в горле', 'профилактика простуды и гриппа', 'таблетки от кашля']",['Комплекс экстр. Шалфея и Эвкалипта'],"['ООО ""ВТФ""']",['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Аскорбиновая кислота+Эвкалипта масло+Шалфея масло+Мяты перечной масло+Ментол'],['Отсутствует'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791_2022-12-28,Кондронова капсулы №120,2022-12-28,"['Полиартроз', 'Артроз неуточненный', 'Спондилез']","['Хондроитинсульфат', 'Глюкозамина сульфат']",[],['Кондронова'],['Panacea Biotec Ltd./ Панацея Биотек'],['Индия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 30 С'],['Хондроитинсульфат+Глюкозамина сульфат'],['200мг+250мг'],['Хондропротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792_2022-12-28,Кондронова капсулы №30,2022-12-28,"['Полиартроз', 'Артроз неуточненный', 'Спондилез']","['Хондроитинсульфат', 'Глюкозамина сульфат']",['Для суставов'],['Кондронова'],['Panacea Biotec Ltd./ Панацея Биотек'],['Индия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 30 С'],['Хондроитинсульфат+Глюкозамина сульфат'],['200мг+250мг'],['Хондропротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793_2022-12-28,Лидокаина гидрохлорид раствор для инъекций 100 мг/мл ампулы 2мл №10 Биосинтез,2022-12-28,['Местноанестезирующие средства'],['Лидокаин'],[],['Лидокаина гидрохлорид'],"['ПАО ""Биосинтез""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Лидокаин'],['10%'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794_2022-12-28,Лидокаина гидрохлорид раствор для инъекций 20мг/мл ампулы 2мл №10,2022-12-28,[],['Лидокаин'],[],['Лидокаина гидрохлорид'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лидокаин'],['2%'],['Средства для анестезии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795_2022-12-28,Лидокаина гидрохлорид раствор для инъекций 20мг/мл ампулы 2мл №10,2022-12-28,[],['Лидокаин'],[],['Лидокаина гидрохлорид'],"['ООО ""Велфарм""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лидокаин'],['2%'],['Средства для анестезии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796_2022-12-28,Лидокаина гидрохлорид раствор для инъекций 20мг/мл ампулы 2мл №5,2022-12-28,[],['Лидокаин'],[],['Лидокаина гидрохлорид'],"['РУП ""Белмедпрепараты""']",['Белоруссия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лидокаин'],['2%'],['Средства для анестезии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797_2022-12-28,Лизобакт Комплит спрей 125 доз флакон 30 мл,2022-12-28,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Хронический фарингит']","['Лидокаин', 'Лизоцим', 'Цетилпиридиния хлорид']","['спрей для горла', 'спрей в горло', 'спрей от горла', 'спрей от боли в горле']",['Лизобакт'],['Bosnalijek/ Босналек'],['Босния и Герцоговина'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Лизоцим+Лидокаин+Цетилпиридиния хлорид'],['4мг+0.1066мг+0.315мг'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798_2022-12-28,Лорноксикам-Тривиум порошок для инъекций 8мг фл. №5,2022-12-28,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']",['Лорноксикам'],[],['Лорноксикам'],"['ФКП ""Армавирская биофабрика""']",['Россия'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лорноксикам'],['8мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799_2022-12-28,Лорнолиоф лиофилизат для приготовления раствора для инъекций 8мг флакон №5 +,2022-12-28,"['Подагра', 'Головная боль', 'Миалгия', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит']",['Лорноксикам'],[],['Лорнолиоф'],['Rompharm Compani/ Ромфарм Компани'],['Румыния'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лорноксикам'],['8мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800_2022-12-28,Люголя раствор для местного применения с глицерином флакон 25мл,2022-12-28,"['Пиодермия', 'Миалгия', 'Гнойный и неуточненный средний отит', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Хронический ринит']","['Глицерол', 'Йод', 'Калия йодид']",[],['Люголь с глицерином'],"['ЗАО ""Московская ФФ""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['Не выше 20 С'],['Йод+Глицерол+Калия йодид'],['1г+85.5г+2г'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801_2022-12-28,Люголя раствор для местного применения с глицерином флакон 25мл,2022-12-28,"['Пиодермия', 'Миалгия', 'Гнойный и неуточненный средний отит', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Хронический ринит']","['Глицерол', 'Йод', 'Калия йодид']",['Профилактика простуды и гриппа'],['Люголь с глицерином'],"['ОАО ""Самарамедпром""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['8-15 С'],['Йод+Глицерол+Калия йодид'],['1г+94г+2г'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802_2022-12-28,Люголя раствор для местного применения с глицерином флакон 25мл Тульская ФФ,2022-12-28,"['Пиодермия', 'Миалгия', 'Гнойный и неуточненный средний отит', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Хронический ринит']","['Глицерол', 'Йод', 'Калия йодид']",[],['Люголь с глицерином'],"['ООО ""Тульская ФФ""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['Не выше 25 С'],['Йод+Глицерол+Калия йодид'],['1г+94г+2г'],['Средства при боли в горле'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803_2022-12-28,"Мелбек раствор 15мг/мл ампулы 1,5мл №3",2022-12-28,[],['Мелоксикам'],['Мовалис'],['Мелбек'],['Nobel Ilac Sanayii ve Ticaret A.S./ Нобель'],['Турция'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804_2022-12-28,Мелбек таблетки 15мг №10,2022-12-28,[],['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Мовалис']",['Мелбек'],['Nobel Ilac Sanayii ve Ticaret A.S./ Нобель'],['Турция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805_2022-12-28,"Мелоксикам раствор 10мг/мл ампулы 1,5мл №5",2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный', 'Полиартроз', 'Артроз неуточненный']",['Мелоксикам'],[],['Мелоксикам'],"['ОАО ""Синтез""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Мелоксикам'],['10мг/мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806_2022-12-28,"Мелоксикам раствор для инъекций 10мг/мл ампулы 1,5мл №5",2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный', 'Полиартроз', 'Артроз неуточненный']",['Мелоксикам'],[],['Мелоксикам'],"['АО ""Биохимик""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Мелоксикам'],['10мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807_2022-12-28,Мелоксикам таблетки15мг №10,2022-12-28,[],['Мелоксикам'],"['Домашняя аптечка', 'Мовалис']",['Мелоксикам'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Израиль'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808_2022-12-28,Мелоксикам таблетки 15мг №20,2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный', 'Полиартроз', 'Артроз неуточненный']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Мовалис']",['Мелоксикам'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809_2022-12-28,Меновазин раствор для наружного применения флакон 25мл,2022-12-28,"['Миалгия', 'Боль в суставе', 'Зуд']","['Бензокаин', 'Ментол (Рацементол)', 'Прокаин', 'Этанол']",[],['Меновазин'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Раствор для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Ментол (Рацементол)+Этанол+Бензокаин+Прокаин'],['2.5г+1г+1г'],['Местнораздражающие средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810_2022-12-28,"Мовалис раствор15мг/мл ампулы 1,5мл №3",2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],['Мовалис'],['Мовалис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Мелоксикам'],['15мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811_2022-12-28,"Мовалис раствор 15мг/мл ампулы 1,5мл №5",2022-12-28,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],['Мовалис'],['Мовалис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг/мл'],['Противовоспалительные средства (внутренние)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
