name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа
Телзап АМ таблетки 5мг+80мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телзап АМ'],['Zentiva/ Зентива'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+80мг'],['Средства снижающие давление']
Эгипрес капсулы  5мг+10мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Рамиприл']",[],['Эгипрес'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Рамиприл'],['5мг+10мг'],['Средства снижающие давление']
Кардосал таблетки 20мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['20мг'],['Средства снижающие давление']
Диован таблетки 160мг №28,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Валсартан'],[],['Диован'],['Novartis Pharma AG/ Новартис Фарма'],['Швеция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Валсартан'],['160мг'],['Средства снижающие давление']
"Кораксан таблетки 7,5мг №56",2022-12-28,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],[],['Кораксан'],"['ООО ""Сервье Рус""']",['Россия'],['Таблетки'],['Рецептурный'],['Обычный'],['Ивабрадин'],['7.5мг'],['Средства при нарушениях сердечного ритма']
Кардосал таблетки 10мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['10мг'],['Средства снижающие давление']
Сиднофарм таблетки 2мг №30,2022-12-28,['Стенокардия [грудная жаба]'],['Молсидомин'],[],['Сиднофарм'],['Sopharma/ Софарма'],['Болгария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Молсидомин'],['2мг'],['Средства при нарушениях сердечного ритма']
Эксфорж таблетки 5мг+160мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Валсартан'],['5мг+160мг'],['Средства снижающие давление']
Кардосал таблетки 40мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['40мг'],['Средства снижающие давление']
Конкор АМ таблетки 10мг+5мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Бисопролол']",[],['Конкор АМ'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Бисопролол'],['10мг+5мг'],['Средства снижающие давление']
"Ко-Эксфорж таблетки 10мг+160мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан', 'Гидрохлоротиазид']",[],['Ко-эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан+Гидрохлоротиазид'],['10мг+160мг+12.5мг'],['Средства снижающие давление']
Раеном таблетки 5мг №56,2022-12-28,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],[],['Раеном'],['Gedeon Richter/ Гедеон Рихтер'],['Румыния'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Ивабрадин'],['5мг'],['Антиангинальные средства']
"Бравадин таблетки 7,5мг №56",2022-12-28,"['Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],[],['Бравадин'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ивабрадин'],['7.5мг'],['Антиангинальные средства']
"Ко-диротон таблетки 10мг+12,5мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лизиноприл']",[],['Ко-диротон'],['Polfa Grodzisc Pharm. Works/ Польфа Гродзик'],['Польша'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл+Гидрохлоротиазид'],['10мг+12.5мг'],['Средства снижающие давление']
Пантогам раствор 100мг/мл флакон 100мл,2022-12-28,"['Эпилепсия', 'Шизофрения', 'Болезнь Паркинсона', 'Сосудистая деменция', 'Внутричерепная травма']",['Гопантеновая кислота'],[],['Пантогам'],"['ООО ""Пик-Фарма Про""']",['Россия'],['Раствор для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Гопантеновая кислота'],['100мг/мл'],[]
Ранекса таблетки 500мг №60,2022-12-28,['Стенокардия [грудная жаба]'],['Ранолазин'],[],['Ранекса'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ранолазин'],['500мг'],['Прочие средства в кардиологии']
"Арифам МВ таблетки 5мг+1,5мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид']",[],['Арифам'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Индапамид'],['5мг+1.5мг'],['Средства снижающие давление']
Аттенто таблетки 40мг+5мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['40мг+5мг'],['Средства снижающие давление']
"Кардосал Плюс таблетки 20мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Олмесартан медоксомил']",[],['Кардосал плюс'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Гидрохлоротиазид'],['20мг+12.5мг'],['Средства снижающие давление']
Ранекса таблетки 1000мг №60,2022-12-28,['Стенокардия [грудная жаба]'],['Ранолазин'],[],['Ранекса'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ранолазин'],['1000мг'],['Прочие средства в кардиологии']
Эксфорж таблетки 10мг+160мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Испания'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Валсартан'],['10мг+160мг'],['Средства снижающие давление']
Эксфорж таблетки 5мг+80мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Валсартан'],['5мг+80мг'],['Средства снижающие давление']
Кавинтон раствор для инъекций 0.5% ампулы 5мл  №10,2022-12-28,"['Сосудистая деменция', 'Головокружение и нарушение устойчивости', 'Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы']",['Винпоцетин'],['Для памяти'],['Кавинтон'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Винпоцетин'],['0.5%'],['Средства улучшающие мозговое кровообращение']
Неотон порошок для приготовления раствора для инфузий флакон 1г №4,2022-12-28,"['Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Другие осложнения хирургических и терапевтических вмешательств, не классифицированные в других рубриках', 'Стрессовое состояние, не классифицированное в других рубриках']",['Фосфокреатин'],[],['Неотон'],['Alfa Wassermann SpA/ Альфа Вассерманн'],['Италия'],['Порошок для приготовления раствора для инфузий'],['Рецептурный'],['Не выше 30 С'],['Фосфокреатин'],['1000мг'],['Прочие средства в кардиологии']
Аллафорте таблетки 25мг №20,2022-12-28,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий', 'Другая и неуточненная преждевременная деполяризация']",['Лаппаконитина гидробромид'],[],['Аллафорте'],"['ЗАО ""ФармВилар ФПК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лаппаконитина гидробромид'],['25мг'],['Средства при нарушениях сердечного ритма']
Пропанорм таблетки 150мг №50,2022-12-28,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Другая и неуточненная преждевременная деполяризация']",['Пропафенон'],[],['Пропанорм'],['Pro.Med.C.s./ Про.Мед. ЦС'],['Чехия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Пропафенон'],['150мг'],['Средства при нарушениях сердечного ритма']
Аттенто таблетки 40мг+10мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['40мг+10мг'],['Средства снижающие давление']
Эквакард таблетки 5мг+10мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Лизиноприл']",[],['Эквакард'],['Micro Labs Ltd./ Микро Лаб'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Лизиноприл'],['5мг+10мг'],['Средства снижающие давление']
"Арифам МВ таблетки 10мг+1,5мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид']",[],['Арифам'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Индапамид'],['10мг+1.5мг'],['Средства снижающие давление']
Аттенто таблетки 20мг+5мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['20мг+5мг'],['Средства снижающие давление']
Твинста таблетки 5мг+80мг №28,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Телмисартан']",[],['Твинста'],['Cipla Ltd./ Ципла'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+80мг'],['Средства снижающие давление']
"Диротон Плюс МВ капсулы 10мг+1,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Лизиноприл']",[],['Диротон'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл+Индапамид'],['10мг+1.5мг'],['Средства снижающие давление']
Твинста таблетки 10мг+80мг №28,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Телмисартан']",[],['Твинста'],['Cipla Ltd./ Ципла'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['10мг+80мг'],['Средства снижающие давление']
Цераксон раствор для инъекций  500мг ампулы 4мл №5,2022-12-28,"['Инфаркт мозга', 'Внутричерепная травма', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Внутримозговое кровоизлияние', 'Последствия цереброваскулярных болезней']",['Цитиколин'],['Для памяти'],['Цераксон'],['Ferrer Intermacional S.A./ Феррер Интернасьональ С.А.'],['Испания'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Цитиколин'],['125мг/мл'],['Средства улучшающие мозговое кровообращение']
"Эквапресс МВ капсулы 10мг+1,5мг+20мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Лизиноприл']",[],['Эквапресс'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Лизиноприл'],['10мг+1.5мг+20мг'],['Средства снижающие давление']
"Целлекс раствор для инъекций 0,1мг/мл ампулы 1мл №5",2022-12-28,['Инфаркт мозга'],['Целлекс'],['Для памяти'],['Целлекс'],"['ООО ""Деко Компания""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['2-8 С'],['Целлекс'],['0.1мг/мл'],['Средства улучшающие мозговое кровообращение']
"Эквапресс МВ капсулы 5мг+1,5мг+10мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Лизиноприл']",[],['Эквапресс'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Лизиноприл'],['5мг+1.5мг+10мг'],['Средства снижающие давление']
"Эквапресс МВ капсулы 5мг+1,5мг+20мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Лизиноприл']",[],['Эквапресс'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Лизиноприл'],['5мг+1.5мг+20мг'],['Средства снижающие давление']
Сермион порошок для инъекций 4мг флакон №4,2022-12-28,"['Атеросклероз', 'Головная боль', 'Сосудистая деменция', 'Инфаркт мозга', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы']",['Ницерголин'],"['Для памяти', 'Товар на первом месте', 'Ницерголин']",['Сермион'],['Actavis Group/Актавис'],['Италия'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 25 С'],['Ницерголин'],['4мг'],['Средства улучшающие мозговое кровообращение']
Now Foods/Нау Фудс Глицин капсулы 1000мг №100,2022-12-28,"['Неврастения', 'Инфаркт мозга', 'Нарушение сна неуточненное', 'Переутомление']",['Глицин'],['Нау фудс'],['Now Foods/Нау Фудс'],['NOW Foods/Нау Фудс'],['США'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Глицин'],['1000мг'],['Средства улучшающие мозговое кровообращение']
Now Foods/Нау Фудс Рэд Омега капсулы №90,2022-12-28,"['Ожирение', 'Атеросклероз']","['Коэнзим Q10', 'Полиненасыщенные жирные кислоты омега-3', 'Токоферол']",['Нау фудс'],['Now Foods/Нау Фудс'],['NOW Foods/Нау Фудс'],['США'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Полиненасыщенные жирные кислоты омега-3+Токоферол+Коэнзим Q10'],['300мг+16мг+30мг'],['Комплексы витаминов']
Апроваск таблетки 5мг+300мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Ирбесартан']",[],['Апроваск'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Мексика'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Ирбесартан'],['5мг+300мг'],['Средства снижающие давление']
Винпоцетин раствор для инъекций 5мг/мл ампулы 2мл №10,2022-12-28,"['Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Соматоформная дисфункция вегетативной нервной системы', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы', 'Энцефалопатия неуточненная']",['Винпоцетин'],[],['Винпоцетин ампулы'],"['ООО ""Озон""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Винпоцетин'],['5мг/мл'],['Средства улучшающие мозговое кровообращение']
Гопантеновая кислота таблетки 250мг №50,2022-12-28,"['Эпилепсия', 'Шизофрения', 'Болезнь Паркинсона', 'Сосудистая деменция', 'Внутричерепная травма']",['Гопантеновая кислота'],[],['Гопантеновая кислота'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Гопантеновая кислота'],['250мг'],['Средства улучшающие мозговое кровообращение']
"Диротон Плюс МВ капсулы 20мг+1,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Лизиноприл']",[],['Диротон'],['Gedeon Richter/ Гедеон Рихтер'],['Венгрия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл+Индапамид'],['20мг+1.5мг'],['Средства снижающие давление']
Индапамид+Периндоприл таблетки 0.625мг+2.5мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']",[],['Индапамид/периндоприл'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['0.625мг+2.5мг'],['Средства снижающие давление']
Инспра таблетки 25мг №30,2022-12-28,"['Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эплеренон'],[],['Инспра'],['Pfizer PGM/ Пфайзер'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эплеренон'],['25мг'],['Мочегонные средства (Диуретики)']
Инспра таблетки 50мг №30,2022-12-28,"['Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эплеренон'],[],['Инспра'],['Pfizer PGM/ Пфайзер'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эплеренон'],['50мг'],['Мочегонные средства (Диуретики)']
"Коапровель таблетки 150мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Ирбесартан']",[],['Коапровель'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Ирбесартан+Гидрохлоротиазид'],['150мг+12.5мг'],['Средства снижающие давление']
"Ко-Эксфорж таблетки 5мг+160мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан', 'Гидрохлоротиазид']",[],['Ко-эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан+Гидрохлоротиазид'],['5мг+160мг+12.5мг'],['Средства снижающие давление']
Ливазо таблетки 2мг №90,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Питавастатин'],[],['Ливазо'],"['Recordati Industria Chimica e Farmaceutica, S.p.A./ Рекордати химическая и фармацевтическая индустрия С.п.А.']",['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Питавастатин'],['2мг'],[]
Липримар таблетки 80мг №30,2022-12-28,"['Инфаркт мозга', 'Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Аторвастатин'],[],['Липримар'],['Pfizer PGM/ Пфайзер'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['80мг'],['Гиполипидемические средства (Статины)']
Лортенза таблетки 5мг+50мг №90,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Лозартан']",[],['Лортенза'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Лозартан'],['5мг+50мг'],['Средства снижающие давление']
Релибаланс суспензия саше 10мл №20,2022-12-28,[],"['Диосмин', 'Инулин', 'Рутин (рутозид)']",[],['Релибаланс'],"['ООО ""ВТФ""']",['Россия'],['Суспензия для приема внутрь'],['Без рецепта'],['5-25 С'],['Инулин+Диосмин+Рутин (рутозид)'],['4000мг+300мг+84мг'],[]
Ритмонорм таблетки 150мг №50,2022-12-28,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Другая и неуточненная преждевременная деполяризация']",['Пропафенон'],[],['Ритмонорм'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Пропафенон'],['150мг'],['Средства при нарушениях сердечного ритма']
Роксера таблетки 15мг №90,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Роксера'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['15мг'],['Гиполипидемические средства (Статины)']
Телзап АМ таблетки 10мг+40мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телзап АМ'],['Zentiva/ Зентива'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['10мг+40мг'],['Средства снижающие давление']
Телзап АМ таблетки 5мг+40мг №56,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телзап АМ'],['Zentiva/ Зентива'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+40мг'],[]
Телпрес плюс таблетки 80мг+25мг №98,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Телмисартан']",[],['Телпрес'],['Lab.Liconsa/Ликонса Лаб.'],['Испания'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан+Гидрохлоротиазид'],['80мг+25мг'],['Средства снижающие давление']
"Эдарби Кло таблетки 40мг+12,5мг №98",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Азилсартана медоксомил', 'Хлорталидон']",[],['Эдарби кло'],"['ООО ""Такеда Фармасьютикалс""']",['Ирландия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Азилсартана медоксомил+Хлорталидон'],['40мг+12.5мг'],['Средства снижающие давление']
Эдарби Кло таблетки 40мг+25мг №98,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Азилсартана медоксомил', 'Хлорталидон']",[],['Эдарби кло'],"['ООО ""Такеда Фармасьютикалс""']",['Ирландия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Азилсартана медоксомил+Хлорталидон'],['40мг+25мг'],['Средства снижающие давление']
Эскорди Кор таблетки 5мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Левамлодипин'],[],['Эскорди Кор'],['Actavis Group/Актавис'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Левамлодипин'],['5мг'],['Средства снижающие давление']
Now Foods/Нау Фудс CoQ10 капсулы 30мг №60,2022-12-28,"['Атеросклероз', 'Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Коэнзим Q10'],['Нау фудс'],['Now Foods/Нау Фудс'],['NOW Foods/Нау Фудс'],['США'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Коэнзим Q10'],['30мг'],['Комплексы витаминов']
Now Foods/Нау Фудс Готу Кола капсулы 450мг №100,2022-12-28,['Атеросклероз'],['Экстракт листьев готу Кола'],['Нау фудс'],['Now Foods/Нау Фудс'],['NOW Foods/Нау Фудс'],['США'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Экстракт листьев готу Кола'],['450мг'],['Комплексы витаминов']
Валз Н таблетки 160мг+12.5мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валз-Н'],['Actavis Group/Актавис'],['Мальта'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Валсартан+Гидрохлоротиазид'],['160мг+12.5мг'],['Средства снижающие давление']
Валз Н таблетки 80мг+12.5мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валз-Н'],['Actavis Group/Актавис'],['Мальта'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Валсартан+Гидрохлоротиазид'],['80мг+12.5мг'],['Средства снижающие давление']
Гопантеновая кислота таб. 500мг №50,2022-12-28,[],['Гопантеновая кислота'],[],['Гопантеновая кислота'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Гопантеновая кислота'],['500мг'],['Средства улучшающие мозговое кровообращение']
Коронал таблетки 5мг №60,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']",['Бисопролол'],[],['Коронал'],['Zentiva/ Зентива'],['Словакия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление']
Кардиолип таблетки 10мг №60,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Кардиолип'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['10мг'],['Гиполипидемические средства (Статины)']
Розукард таблетки 20мг №90,2022-12-28,"['Атеросклероз', 'Инфаркт мозга', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Розукард'],['Zentiva/ Зентива'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['20мг'],['Гиполипидемические средства (Статины)']
Аллафорте таблетки 50мг №10,2022-12-28,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий', 'Другая и неуточненная преждевременная деполяризация']",['Лаппаконитина гидробромид'],[],['Аллафорте'],"['ЗАО ""ФармВилар ФПК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лаппаконитина гидробромид'],['50мг'],['Средства при нарушениях сердечного ритма']
Амиодарон таблетки 200мг №30,2022-12-28,"['Стенокардия [грудная жаба]', 'Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий']",['Амиодарон'],[],['Амиодарон'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амиодарон'],['200мг'],['Средства при нарушениях сердечного ритма']
Амлодивел таблетки 10мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия', 'Стенокардия [грудная жаба]', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодивел'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление']
