count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
2170_2023-06-27,Кардосал таблетки 20мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['20мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171_2023-06-27,Конкор таблетки 10мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],[],['Конкор'],['Merck KGaA & Co/ Мерк КГаА энд Ко'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Бисопролол'],['10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172_2023-06-27,"Арифам МВ таблетки 5мг+1,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид']",[],['Арифам'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Индапамид'],['5мг+1.5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173_2023-06-27,Кардосал таблетки 10мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['10мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174_2023-06-27,Эгипрес капсулы 10мг+10мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Рамиприл']",[],['Эгипрес'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Рамиприл'],['10мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175_2023-06-27,"Лодоз таблетки 2,5мг+6,25мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Бисопролол', 'Гидрохлоротиазид']",[],['Лодоз'],['Merck KGaA & Co/ Мерк КГаА энд Ко'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол+Гидрохлоротиазид'],['2.5мг+6.25мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176_2023-06-27,Аттенто таблетки 40мг+10мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['40мг+10мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177_2023-06-27,Кардосал таблетки 40мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Олмесартан медоксомил'],[],['Кардосал'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Олмесартан медоксомил'],['40мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178_2023-06-27,Аттенто таблетки 40мг+5мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['40мг+5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179_2023-06-27,Эгипрес капсулы  5мг+10мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Рамиприл']",[],['Эгипрес'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Рамиприл'],['5мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180_2023-06-27,"Юперио таблетки 200мг (102,8мг+97,2мг) №56",2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']","['Валсартан', 'Сакубитрил']",[],['Юперио'],"['ООО ""Новартис Нева""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Сакубитрил'],['102.8мг+97.2мг'],['Средства снижающие давление'],['56 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181_2023-06-27,"Лодоз таблетки 5мг+6,25мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Бисопролол', 'Гидрохлоротиазид']",[],['Лодоз'],['Merck KGaA & Co/ Мерк КГаА энд Ко'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол+Гидрохлоротиазид'],['5мг+6.25мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182_2023-06-27,Зокардис таблетки 7.5мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда']",['Зофеноприл'],[],['Зокардис'],['Berlin-Chemie AG/ Берлин-Хеми '],['Италия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Зофеноприл'],['7.5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183_2023-06-27,Престанс таблетки 10мг+5мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Престанс'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Периндоприл+Амлодипин'],['10мг+5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184_2023-06-27,"Кардосал Плюс таблетки 20мг+12,5мг №28",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Олмесартан медоксомил']",[],['Кардосал плюс'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Гидрохлоротиазид'],['20мг+12.5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185_2023-06-27,Конкор АМ таблетки 5мг+10мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Бисопролол']",[],['Конкор АМ'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Бисопролол'],['5мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186_2023-06-27,Зокардис таблетки 30мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда']",['Зофеноприл'],[],['Зокардис'],['Berlin-Chemie AG/ Берлин-Хеми '],['Италия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Зофеноприл'],['30мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187_2023-06-27,Аттенто таблетки 20мг+5мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Олмесартан медоксомил']",[],['Аттенто'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Олмесартан медоксомил+Амлодипин'],['20мг+5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188_2023-06-27,"Энзикс дуо форте таблетки 20мг+2,5мг №45",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Эналаприл']",[],['Энзикс дуо'],"['ООО ""Хемофарм""']",['Россия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Эналаприл+Индапамид'],['20мг+2.5мг'],['Средства снижающие давление'],['45 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189_2023-06-27,Локрен таблетки 20мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Другие формы стенокардии']",['Бетаксолол'],[],['Локрен'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бетаксолол'],['20мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190_2023-06-27,Престанс таблетки 5мг+5мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Престанс'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Периндоприл+Амлодипин'],['5мг+5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191_2023-06-27,Конкор АМ таблетки 10мг+5мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Бисопролол']",[],['Конкор АМ'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Бисопролол'],['10мг+5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192_2023-06-27,Престанс таблетки 10мг+10мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Престанс'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Периндоприл+Амлодипин'],['10мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193_2023-06-27,Эдарби таблетки 80мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Азилсартана медоксомил'],[],['Эдарби'],['Такеда Айлэнд Лимитед'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Азилсартана медоксомил'],['80мг'],[],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194_2023-06-27,Микардис таблетки 80мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Телмисартан'],"['Телзап', 'Телмиста', 'Телпрес']",['Микардис'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Телмисартан'],['80мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195_2023-06-27,"Микардис плюс таблетки 80мг+12,5мг №28",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Телмисартан']",[],['Микардис плюс'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан+Гидрохлоротиазид'],['80мг+12.5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196_2023-06-27,Престанс таблетки 5мг+10мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Престанс'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Периндоприл+Амлодипин'],['5мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197_2023-06-27,Бисопролол таблетки 10мг №30,2023-06-27,"['Ишемическая болезнь сердца', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['ЗАО ""Канонфарма Продакшн""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198_2023-06-27,"Арифам МВ таблетки 10мг+1,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид']",[],['Арифам'],['Servier Ind. Ltd./ Serdix/ Сервье/ Сердикс'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Индапамид'],['10мг+1.5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199_2023-06-27,"Ко - Диротон таблетки 10мг+12,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лизиноприл']",[],['Ко-диротон'],['Gedeon Richter/ Гедеон Рихтер'],['Польша'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл+Гидрохлоротиазид'],['10мг+12.5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200_2023-06-27,Хартил таблетки 5мг №28,2023-06-27,"['Инфаркт мозга', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Другие болезни периферических сосудов', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Рамиприл'],[],['Хартил'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл'],['5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201_2023-06-27,Альбарел таблетки 1мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],['Рилменидин'],[],['Альбарел'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Рилменидин'],['1мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202_2023-06-27,Твинста таблетки 10мг+80мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Телмисартан']",[],['Твинста'],['Cipla Ltd./ Ципла'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['10мг+80мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203_2023-06-27,Твинста таблетки 5мг+80мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Телмисартан']",[],['Твинста'],['Cipla Ltd./ Ципла'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+80мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204_2023-06-27,Хартил таблетки 10мг №28,2023-06-27,"['Инфаркт мозга', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Другие болезни периферических сосудов', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Рамиприл'],[],['Хартил'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл'],['10мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205_2023-06-27,Детралекс таблетки 500мг №60,2023-06-27,"['Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Венозная недостаточность (хроническая) (периферическая)', 'Другие уточненные неинфекционные болезни лимфатических сосудов и лимфатических узлов', 'Геморрой и перианальный венозный тромбоз']","['Гесперидин', 'Диосмин']",[],['Детралекс'],['«Лаб. Сервье Индастри» / Les Lab. Servier Ind.'],['Франция'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Гесперидин+Диосмин'],['50мг+450мг'],[],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206_2023-06-27,Милдронат раствор для инъекций 100мг/мл ампулы 5мл №10,2023-06-27,"['Инфаркт мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы', 'Окклюзии сосудов сетчатки', 'Фоновая ретинопатия и ретинальные сосудистые изменения']",['Мельдоний '],[],['Милдронат'],['HBM Pharma s.r.o./ЭйчБиЭм Фарма с.р.о.'],['Словакия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Мельдоний '],['100мг/мл'],[],"['5 мл, 10 шт']",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207_2023-06-27,Парнавел Амло таблетки 10мг+8мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']","['Дальнева', 'Престанс']",['Парнавел Амло'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['10мг+8мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208_2023-06-27,Парнавел Амло таблетки 5мг+4мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']","['Дальнева', 'Престанс']",['Парнавел Амло'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['5мг+4мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209_2023-06-27,Амлодипин+Валсартан таблетки 10мг+160мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Амлодипин+Валсартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан'],['10мг+160мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210_2023-06-27,Экватор таблетки 10мг+20мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Лизиноприл']",[],['Экватор'],['Gedeon Richter/ Гедеон Рихтер'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Лизиноприл'],['10мг+20мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211_2023-06-27,"Лозартан Н таблетки 50мг+12,5мг №60",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']","['Вазотенз', 'Лозарел', 'Лориста', 'Лозап плюс', 'Гизаар']",['Лозартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['50мг+12.5мг'],[],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212_2023-06-27,"Валсартан+Гидрохлоротиазид таблетки 80мг+12,5мг №90",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валсартан+Гидрохлоротиазид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Гидрохлоротиазид'],['80мг+12.5мг'],[],['90 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213_2023-06-27,"Индапамид+Периндоприл таблетки 1,25мг+4мг №90",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']",[],['Индапамид+Периндоприл'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['1.25мг+4мг'],[],['90 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214_2023-06-27,"Валсартан+Гидрохлоротиазид таблетки 160мг+12,5мг №90",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валсартан+Гидрохлоротиазид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Гидрохлоротиазид'],['160мг+12.5мг'],[],['90 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215_2023-06-27,"Лозартан Н таблетки 50мг+12,5мг №90",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']","['Вазотенз', 'Лозарел', 'Лориста', 'Лозап плюс', 'Гизаар']",['Лозартан Н'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['50мг+12.5мг'],[],['90 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216_2023-06-27,"Лозартан Н таблетки 100мг+12,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']","['Вазотенз', 'Лозарел', 'Лориста', 'Лозап плюс', 'Гизаар']",['Лозартан Н'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['100мг+12.5мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217_2023-06-27,Парнавел Амло таблетки 5мг+4мг №90,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Парнавел Амло'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['5мг+4мг'],[],['90 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218_2023-06-27,Экватор таблетки 5мг+20мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Лизиноприл']",[],['Экватор'],['Gedeon Richter/ Гедеон Рихтер'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Лизиноприл'],['5мг+20мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219_2023-06-27,Валсартан-Гидрохлоротиазид таблетки 160мг+25мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валсартан+Гидрохлоротиазид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Гидрохлоротиазид'],['160мг+25мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220_2023-06-27,Амлодипин+Валсартан таблетки 5мг+160мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",['Вамлосет'],['Амлодипин+Валсартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан'],['5мг+160мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221_2023-06-27,"Валсартан+Гидрохлоротиазид таблетки 80мг+12,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валсартан+Гидрохлоротиазид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Гидрохлоротиазид'],['80мг+12.5мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222_2023-06-27,"Валсартан+Гидрохлоротиазид таблетки 160мг+12,5мг №30",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Валсартан', 'Гидрохлоротиазид']",[],['Валсартан+Гидрохлоротиазид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан+Гидрохлоротиазид'],['160мг+12.5мг'],[],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223_2023-06-27,Экватор таблетки 5мг+10мг №30,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Лизиноприл']",[],['Экватор'],['Gedeon Richter/ Гедеон Рихтер'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Лизиноприл'],['5мг+10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224_2023-06-27,Эналаприл H таблетки 10мг+25мг №60,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Эналаприл']",[],['Эналаприл H'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл+Гидрохлоротиазид'],['10мг+25мг'],[],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
