count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
1542_2022-12-28,Метопролол таблетки 50мг №50,82.0,76.0,82.0,0,1,metoprolol_tabletki_50mg_50,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Мигрень, Соматоформная дисфункция вегетативной нервной системы, Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Острый инфаркт миокарда",Метопролол,Not value,Метопролол,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метопролол,50мг,Not value
1543_2022-12-28,Мексикор раствор для инъекций 50мг/мл ампулы 2мл №10,414.0,291.0,414.0,0,1,meksikor_rastvor_dlya_inekcij_50mgml_ampuly_2ml_10,14.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Неврастения, Перитонит, Инфаркт мозга, Внутричерепная травма, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга",Этилметилгидроксипиридина сукцинат,Для памяти,Мексикор,"ООО ""Фермент Фирма""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Этилметилгидроксипиридина сукцинат,50мг/мл,Средства улучшающие мозговое кровообращение
1544_2022-12-28,Вамлосет таблетки 5мг+80мг №30,465.0,280.0,465.0,0,1,vamloset_tabletki_580mg_30,15.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Амлодипин, Валсартан",Not value,Вамлосет,KRKA d.d./ КРКА,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амлодипин+Валсартан,5мг+80мг,Средства снижающие давление
1545_2022-12-28,Телпрес таблетки 40мг №28,392.0,252.0,392.0,0,1,telpres_tabletki_40mg_28,11.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Телмисартан,Not value,Телпрес,Lab.Liconsa/Ликонса Лаб.,Испания,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Телмисартан,40мг,Средства снижающие давление
1546_2022-12-28,"Телпрес плюс таблетки 40мг+12,5мг №28",411.0,284.0,411.0,0,1,telpres_plyus_tabletki_40mg12_5mg_28,13.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Гидрохлоротиазид, Телмисартан",Not value,Телпрес,Lab.Liconsa/Ликонса Лаб.,Испания,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Телмисартан+Гидрохлоротиазид,40мг+12.5мг,Средства снижающие давление
1547_2022-12-28,Розувастатин-Вертекс таблетки 10мг №30,541.0,440.0,541.0,0,1,rozuvastatinverteks_tabletki_10mg_30,51.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Чистая гиперхолестеринемия, Смешанная гиперлипидемия",Розувастатин,Not value,Розувастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,10мг,Гиполипидемические средства (Статины)
1548_2022-12-28,Аторис таблетки 10мг №90,564.0,356.0,564.0,0,1,atoris_tabletki_10mg_90,32.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Чистая гиперхолестеринемия, Чистая гиперглицеридемия, Смешанная гиперлипидемия",Аторвастатин,Not value,Аторис,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Аторвастатин,10мг,Гиполипидемические средства (Статины)
1549_2022-12-28,Диувер таблетки 10мг №60,1554.0,1057.0,1554.0,0,1,diuver_tabletki_10mg_60,26.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Хроническая почечная недостаточность, Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Фиброз и цирроз печени, Хронический нефритический синдром",Торасемид,Not value,Диувер,"PLIVA HRVATSKA, d.o.o. / Плива Хрватска д.о.о.",Хорватия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Торасемид,10мг,Мочегонные средства (Диуретики)
1550_2022-12-28,Лозартан таблетки 100мг №90,476.0,397.0,476.0,0,1,lozartan_tabletki_100mg_90,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лозартан,Not value,Лозартан,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лозартан,100мг,Средства снижающие давление
1551_2022-12-28,Кандесартан таблетки 16мг №30,407.0,272.0,407.0,0,1,kandesartan_tab_16mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность",Кандесартан,Not value,Кандесартан,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Кандесартан,16мг,Not value
1552_2022-12-28,Крестор таблетки 10мг №126,5458.0,5458.0,6058.0,0,1,krestor_tabletki_10mg_126,137.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Атеросклероз, Инфаркт мозга, Чистая гиперхолестеринемия, Чистая гиперглицеридемия, Смешанная гиперлипидемия",Розувастатин,Not value,Крестор,Astrazeneca GMbH/ Астразенека,Пуэрто-рико,Таблетки,Таблетки,Рецептурный,Не выше 30 С,Розувастатин,10мг,Гиполипидемические средства (Статины)
1553_2022-12-28,Элькар шипучие гранулы 5г пакетики №10 лимон,790.0,494.0,790.0,1,1,elkar_shipuchie_granuly_5g_10_limon,17.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,"Недостаточность других уточненных элементов питания, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Нервная анорексия, Митохондриальная миопатия, не классифицированная в других рубриках, Другие уточненные миопатии",Левокарнитин,Not value,Элькар,E-Phapma Trento S.p.A,Италия,Гранулы,Гранулы,Без рецепта,Не выше 25 С,Левокарнитин,1000мг,Моновитамины
1554_2022-12-28,Торасемид таблетки 10мг №60,466.0,388.0,466.0,0,1,torasemid_tabletki_10mg_60,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Хроническая почечная недостаточность, Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Фиброз и цирроз печени, Хронический нефритический синдром",Торасемид,Not value,Торасемид,"ЗАО ""Макиз Фарма""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Торасемид,10мг,Not value
1555_2022-12-28,Этоксидол таблетки жевательные 100мг №20,839.0,588.0,839.0,0,1,etoksidol_tabletki_zhevatelnye_100mg_20,17.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Неврастения, Перитонит, Инфаркт мозга, Стенокардия грудная жаба, Другие формы острой ишемической болезни сердца",Этилметилгидроксипиридина малат,"Таблетки для  памяти, Для памяти",Этоксидол,"ОАО ""Синтез""",Россия,Таблетки жевательные,Таблетки,Рецептурный,Не выше 25 С,Этилметилгидроксипиридина малат,100мг,Средства улучшающие мозговое кровообращение
1556_2022-12-28,Вамлосет таблетки 10мг+160мг №30,619.0,372.0,619.0,0,1,vamloset_tabletki_10160mg_30,20.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Амлодипин, Валсартан",Not value,Вамлосет,KRKA d.d./ КРКА,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амлодипин+Валсартан,10мг+160мг,Средства снижающие давление
1557_2022-12-28,"Ко-Перинева таблетки 0,625мг+2мг №30",450.0,271.0,450.0,0,1,koperineva_tabletki_0_6252mg_30,12.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Индапамид, Периндоприл",Not value,Ко-Перинева,KRKA d.d./ КРКА,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Индапамид+Периндоприл,0.625мг+2мг,Средства снижающие давление
1558_2022-12-28,"Ко-Периндоприл таблетки 1,25мг+4мг №30",414.0,336.0,414.0,0,1,koperindopril_tab_1_254mg_30,0.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Индапамид, Периндоприл",Not value,Ко-периндоприл,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Индапамид+Периндоприл,1.25мг+4мг,Not value
1559_2022-12-28,Розувастатин таблетки 5мг №30,294.0,241.0,294.0,0,1,rozuvastatin_tabletki_5mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Атеросклероз, Ишемическая болезнь сердца, Чистая гиперхолестеринемия, Чистая гиперглицеридемия, Смешанная гиперлипидемия",Розувастатин,Not value,Розувастатин,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,5мг,Not value
1560_2022-12-28,Цитиколин-Вертекс раствор для приема внутрь 100мг/мл фл. 100мл,1262.0,1050.0,1262.0,0,1,citikolin_rr_dpr_vnutr_100mgml_fl_100ml,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Внутричерепная травма, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Последствия цереброваскулярных болезней, Последствия травм головы",Цитиколин,Not value,Цитиколин,АО «ВЕРТЕКС»,Россия,Раствор для приема внутрь,Растворы,Рецептурный,Не выше 25 С,Цитиколин,100мг/мл,Not value
1561_2022-12-28,Ордисс таблетки 8мг №30,642.0,445.0,642.0,0,1,ordiss_tabletki_8mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность",Кандесартан,Not value,Ордисс,Teva Pharm. Industries/ Тева Фарм. Предприятие,Израиль,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Кандесартан,8мг,Средства снижающие давление
1562_2022-12-28,Амлодипин таблетки 5мг №90,128.0,118.0,128.0,0,1,amlodipin_tabletki_5mg_90,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Нестабильная стенокардия, Стенокардия с документально подтвержденным спазмом",Амлодипин,Not value,Амлодипин,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амлодипин,5мг,Средства снижающие давление
1563_2022-12-28,Телзап АМ таблетки 10мг+80мг №28,713.0,446.0,713.0,0,1,telzap_am_tabletki_10mg_80mg_28,4.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Амлодипин, Телмисартан",Not value,Телзап АМ,Zentiva/ Зентива,Чехия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амлодипин+Телмисартан,10мг+80мг,Средства снижающие давление
1564_2022-12-28,Телпрес таблетки 80мг №98,1194.0,713.0,1194.0,0,1,telpres_tabletki_80mg_98,26.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Телмисартан,Not value,Телпрес,Lab.Liconsa/Ликонса Лаб.,Испания,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Телмисартан,80мг,Средства снижающие давление
1565_2022-12-28,"Телзап плюс таблетки 80мг+12,5мг №90",1588.0,890.0,1588.0,0,1,telzap_plyus_tabletki_80mg_12_5mg_90,9.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Гидрохлоротиазид, Телмисартан",Not value,Телзап плюс,Sanofi Ilac Sanofi ve Ticaret A.S./ Санофи Илач Санайи ве Тиджарет А.Ш.,Турция,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Телмисартан+Гидрохлоротиазид,80мг+12.5мг,Средства снижающие давление
1566_2022-12-28,Телпрес таблетки 40мг №98,968.0,696.0,968.0,0,1,telpres_tabletki_40mg_98,22.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Телмисартан,Not value,Телпрес,Lab.Liconsa/Ликонса Лаб.,Испания,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Телмисартан,40мг,Средства снижающие давление
1567_2022-12-28,Амиодарон таблетки 200мг №30,184.0,138.0,184.0,0,1,amiodaron_tabletki_200mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Стенокардия грудная жаба, Синдром преждевременного возбуждения, Наджелудочковая тахикардия, Желудочковая тахикардия, Фибрилляция и трепетание предсердий",Амиодарон,Not value,Амиодарон,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амиодарон,200мг,Not value
1568_2022-12-28,Медомекси раствор для инъекций 50мг/мл ампулы 5 мл №5,292.0,275.0,292.0,0,1,medomeksi_rastvor_dlya_inekcij_50mgml_ampuly_5_ml_5,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Неврастения, Перитонит, Инфаркт мозга",Этилметилгидроксипиридина сукцинат,Not value,Медомекси,"АО ""Биохимик""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Этилметилгидроксипиридина сукцинат,50мг/мл,Средства улучшающие мозговое кровообращение
1569_2022-12-28,Лецитин с гинкго билоба и витаминами капсулы №30,388.0,338.0,388.0,1,1,lecitin_s_ginkgo_biloba_plyus_vitaminy_kapsuly_1250mg_30,21.0,5.0,1,1,0,serdechnososudistaya,2022-12-28,,"Гинкго билоба эк-т, Лактоза, Лецитин, Никотинамид, Пиридоксина гидрохлорид (В6), Рибофлавин (В2), Тиамин (В1), Токоферол, Фолиевая кислота (В9), Цианокобаламин (В12)","Таблетки для  памяти, Для памяти, для памяти, ноотроп",Лецитин с Гинкго билоба,"ООО ""Полярис""",Россия,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Лецитин+Гинкго билоба эк-т+Никотинамид+Токоферол+Рибофлавин (В2)+Пиридоксина гидрохлорид (В6)+Тиамин (В1)+Фолиевая кислота (В9)+Цианокобаламин (В12)+Лактоза,400мг+4.8мг+4.5мг+5мг+0.8мг+0.8мг+0.7мг+0.075мг+0.001мг+0.01мг,Средства улучшающие мозговое кровообращение
1570_2022-12-28,Бронхо-мунал капсулы 7мг №10,768.0,442.0,768.0,1,0,bronhomunal_kapsuly_7mg_10,25.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый назофарингит насморк, Острый синусит, Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит",Лизатов бактерий смесь,"Профилактика простуды и гриппа, Коронавирус, Иммунитет",Бронхо-мунал,Lek d.d./ Лек,Словения,Капсулы для приема внутрь,Капсулы,Без рецепта,15-25 С,Лизатов бактерий смесь,7мг,Иммуномодуляторы. Иммуностимуляторы
1571_2022-12-28,Бронхо-мунал капсулы 7мг №30,1955.0,1248.0,1955.0,1,0,bronhomunal_kapsuly_7mg_30,46.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый назофарингит насморк, Острый синусит, Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит",Лизатов бактерий смесь,"Профилактика простуды и гриппа, Иммунитет",Бронхо-мунал,Lek d.d./ Лек,Словения,Капсулы для приема внутрь,Капсулы,Без рецепта,15-25 С,Лизатов бактерий смесь,7мг,Иммуномодуляторы. Иммуностимуляторы
1572_2022-12-28,"Бронхо-мунал П капсулы 3,5мг №10",752.0,465.0,752.0,1,0,bronhomunal_p_kapsuly_3_5mg_10,19.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый назофарингит насморк, Острый синусит, Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит",Лизатов бактерий смесь,"Профилактика простуды и гриппа, Коронавирус, Иммунитет",Бронхо-мунал,Lek d.d./ Лек,Словения,Капсулы для приема внутрь,Капсулы,Без рецепта,15-25 С,Лизатов бактерий смесь,3.5мг,Иммуномодуляторы. Иммуностимуляторы
1583_2022-12-28,Доктор Мом мазь 20г,318.0,199.0,318.0,1,0,doktor_mom_maz_rastir_20g,9.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Головная боль, Миалгия, Острый назофарингит насморк, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа","Камфора, Ментол, Мускатного ореха масло, Терпентинное масло, Тимол, Эвкалипта масло","Профилактика простуды и гриппа, Джонсон",Доктор Мом,Johnson & Johnson/ Джонсон энд Джонсон,Индия,Мазь для наружного применения,Мазь,Без рецепта,15-25 С,Камфора+Ментол+Мускатного ореха масло+Тимол+Эвкалипта масло+Терпентинное масло,1.05г+0.61г+0.11г+0.02г+0.3г+1.11г,Прочие средства в пульмонологии
1584_2022-12-28,Доктор Мом пастилки Апельсин №20,222.0,153.0,222.0,1,0,doktor_mom_pastilki_apelsin_20,6.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Кашель, Острый фарингит, Острый ларингит и трахеит, Острый бронхит, Хронический ринит, назофарингит и фарингит","Ментол, Экстракт солодки, Эмблики эк-т","Профилактика простуды и гриппа, Кашель, влажный кашель",Доктор Мом,Unique Pharmaceutical Lab/ Юник Фармасьютикал,Индия,Пастилки,Пастилки,Без рецепта,Не выше 30 С,Эмблики эк-т+Экстракт солодки+Ментол,10мг+15мг+7мг,Средства при боли в горле
1585_2022-12-28,Доктор Мом пастилки для рассасывания Лимон №20,226.0,156.0,226.0,1,0,doktor_mom_pastilki_dlya_rassasyvaniya_limon_20,7.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Кашель, Острый фарингит, Острый ларингит и трахеит, Острый бронхит, Хронический ринит, назофарингит и фарингит","Ментол, Экстракт солодки, Эмблики эк-т","Профилактика простуды и гриппа, Кашель, Джонсон, влажный кашель",Доктор Мом,Unique Pharmaceutical Lab/ Юник Фармасьютикал,Индия,Пастилки,Пастилки,Без рецепта,Обычный,Эмблики эк-т+Экстракт солодки+Ментол,10мг+15мг+7мг,Средства при боли в горле
1586_2022-12-28,Доктор Мом пастилки для рассасывания Малина №20,225.0,155.0,225.0,1,0,doktor_mom_pastilki_dlya_rassasyvaniya_malina_20,6.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Кашель, Острый фарингит, Острый ларингит и трахеит, Острый бронхит, Хронический ринит, назофарингит и фарингит","Ментол, Экстракт солодки, Эмблики эк-т","Профилактика простуды и гриппа, Кашель, влажный кашель",Доктор Мом,Unique Pharmaceutical Lab/ Юник Фармасьютикал,Индия,Пастилки,Пастилки,Без рецепта,Обычный,Эмблики эк-т+Экстракт солодки+Ментол,10мг+15мг+7мг,Средства при боли в горле
1589_2022-12-28,Имудон таблетки для рассасывания №24,455.0,270.0,455.0,1,0,imudon_tabletki_dlya_rassasyvaniya_24,14.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Пародонтоз, Острый фарингит, Хронический ринит, назофарингит и фарингит, Хронический тонзиллит, Гингивит и болезни пародонта",Лизатов бактерий смесь,"Профилактика простуды и гриппа, Иммунитет",Имудон,"ОАО ""Фармстандарт-Томскхимфарм""",Россия,Таблетки для рассасывания,Таблетки,Без рецепта,Не выше 25 С,Лизатов бактерий смесь,2.7мг,Иммуномодуляторы. Иммуностимуляторы
1590_2022-12-28,Имудон таблетки для рассасывания №40,642.0,370.0,642.0,1,0,imudon_tabletki_40,19.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Пародонтоз, Острый фарингит, Хронический ринит, назофарингит и фарингит, Хронический тонзиллит, Гингивит и болезни пародонта",Лизатов бактерий смесь,"Профилактика простуды и гриппа, Иммунитет",Имудон,"ОАО ""Фармстандарт-Томскхимфарм""",Россия,Таблетки для рассасывания,Таблетки,Без рецепта,Не выше 25 С,Лизатов бактерий смесь,2.7мг,Иммуномодуляторы. Иммуностимуляторы
1591_2022-12-28,Ингалипт аэрозоль флакон 30мл,196.0,136.0,196.0,1,0,ingalipt_aerozol_fl_30ml,5.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит, Хронический ринит, назофарингит и фарингит, Хронический тонзиллит","Мяты перечной масло, Сульфаниламид, Сульфатиазол серебра, Тимол, Эвкалипта масло","Домашняя аптечка, Аптечка путешественника, Профилактика простуды и гриппа, Ангина",Ингалипт,"ОАО ""Фармстандарт-Лексредства""",Россия,Аэрозоль для наружного применения,Аэрозоль,Без рецепта,Не выше 25 С,Сульфаниламид+Тимол+Эвкалипта масло+Мяты перечной масло+Сульфатиазол серебра,750мг+15мг+15мг+15мг+750мг,Средства при боли в горле
1593_2022-12-28,Йокс аэрозоль флакон 30мл,412.0,284.0,412.0,0,0,joks_aerozol_fl_30ml,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит, Хронический ринит, назофарингит и фарингит, Хронический тонзиллит","Аллантоин, Повидон-йод","Домашняя аптечка, Аптечка путешественника, Профилактика простуды и гриппа, Ангина",Йокс,Teva Pharm. Industries/ Тева Фарм. Предприятие,Чехия,Аэрозоль для наружного применения,Аэрозоль,Без рецепта,10-25 C,Аллантоин+Повидон-йод,30мг+255мг,Средства при боли в горле
1594_2022-12-28,Каметон аэрозоль флакон 45г,158.0,109.0,158.0,1,0,kameton_aerozol_flakon_45g,4.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Острый назофарингит насморк, Острый фарингит, Острый тонзиллит, Острый ларингит и трахеит, Хронический ринит, назофарингит и фарингит","Камфора, Ментол, Хлорбутанола гемигидрат, Эвкалипта масло","Домашняя аптечка, Аптечка путешественника, Профилактика простуды и гриппа, Ангина",Каметон,"ОАО ""Фармстандарт-Лексредства""",Россия,Аэрозоль для наружного применения,Аэрозоль,Без рецепта,Не выше 25 С,Камфора+Ментол+Эвкалипта масло+Хлорбутанола гемигидрат,300мг+300мг+300мг+300мг,Средства при боли в горле
1595_2022-12-28,Кленбутерол сироп флакон 100мл,150.0,104.0,150.0,0,0,klenbuterol_sirop_fl_100ml,0.0,0.0,0,0,1,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Другая хроническая обструктивная легочная болезнь, Астма",Кленбутерол,"Профилактика простуды и гриппа, Кашель, влажный кашель, микстура от кашля",Кленбутерол,Sopharma/ Софарма,Болгария,Сироп для приема внутрь,Сироп,Рецептурный,Не выше 25 С,Кленбутерол,0.005мг,Муколитические и отхаркивающие средства
1596_2022-12-28,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон/Мед пакетики №10,592.0,432.0,592.0,1,0,koldreks_hotrem_poroshok_limonmed_10,21.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Головная боль, Острый назофарингит насморк, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа, Лихорадка неясного происхождения","Аскорбиновая кислота, Парацетамол, Фенилэфрин","Домашняя аптечка, Простуда, порошок от простуды, порошки от простуды",Колдрекс,GlaxoSmithKline/ ГлаксоСмитКляйн,Испания,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Парацетамол+Фенилэфрин+Аскорбиновая кислота,750мг+10мг+60мг,Противопростудные комплексы
1610_2022-12-28,Нафтизин капли назальные 0.05% флакон 10мл,20.0,13.0,20.0,1,0,naftizin_kapli_nazalnye_0_05_fl_10ml,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,,Нафазолин,"Домашняя аптечка, Сопли, капли в нос, капли от насморка",Нафтизин,"ЗАО ""Лекко""",Россия,Капли назальные,Капли,Без рецепта,10-25 C,Нафазолин,0.05%,Средства от насморка
1612_2022-12-28,Нафтизин капли назальные 0.1% флакон 15мл,47.0,31.0,47.0,1,0,naftizin_kapli_nazalnye_0_1_fl_15ml,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,,Нафазолин,"Домашняя аптечка, Сопли",Нафтизин,"ЗАО ""Лекко""",Россия,Капли назальные,Капли,Без рецепта,10-25 C,Нафазолин,0.1%,Средства от насморка
1624_2022-12-28,Парацетамол Экстратаб таблетки №10,118.0,94.0,118.0,1,0,paracetamol_ekstratab_tabletki_10,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Мигрень, Головная боль, Миалгия, Боль в суставе, Острые инфекции верхних дыхательных путей множественной и неуточненной локализации","Аскорбиновая кислота, Парацетамол","Домашняя аптечка, Профилактика простуды и гриппа, Температура, Жар",Парацетамол Экстра,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Парацетамол+Аскорбиновая кислота,500мг+150мг,Противопростудные комплексы
1625_2022-12-28,Парацетамол Экстратаб таблетки №20,184.0,153.0,184.0,1,0,paracetamol_ekstratab_tabletki_20,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Мигрень, Головная боль, Миалгия, Боль в суставе, Острые инфекции верхних дыхательных путей множественной и неуточненной локализации","Аскорбиновая кислота, Парацетамол",Профилактика простуды и гриппа,Парацетамол Экстра,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Парацетамол+Аскорбиновая кислота,500мг+150мг,Противопростудные комплексы
1627_2022-12-28,Ремантадин таблетки 50мг №20,84.0,57.0,84.0,1,0,remantadin_tabletki_50mg_20,0.0,0.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Грипп, вызванный идентифицированным вирусом гриппа",Римантадин,"Домашняя аптечка, Противовирусное, Ингавирин",Римантадин,"АО ""Биохимик""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Римантадин,50мг,Противовирусные средства внутреннего применения
1630_2022-12-28,Римантадин таблетки 50мг №20,142.0,99.0,142.0,1,0,rimantadin_tabletki_50mg_20,6.0,5.0,0,1,0,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Грипп, вызванный идентифицированным вирусом гриппа",Римантадин,"Домашняя аптечка, Профилактика простуды и гриппа, Коронавирус, Противовирусное, Противовирусные, Ингавирин",Римантадин,"ЗАО ""ПФК Обновление""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Римантадин,50мг,Противовирусные средства внутреннего применения
1631_2022-12-28,Римантадин таблетки для приема внутрь 50мг №20,111.0,77.0,111.0,0,0,rimantadin_tabletki_50mg_20,0.0,0.0,0,0,1,sredstva_dlya_lecheniya_prostudy_i_grippa,2022-12-28,"Грипп, вызванный идентифицированным вирусом гриппа",Римантадин,"Домашняя аптечка, Противовирусное, Ингавирин",Римантадин,"ФГУП ""Московский эндокринный з-д""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Римантадин,50мг,Противопростудные комплексы
