name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Кудесан Q10 капли для приема внутрь 3% флакон 20мл,2023-05-07,576.0,386.0,576.0
Спиронолактон таблетки 25мг №20,2023-05-07,67.0,56.0,67.0
Ангиовит таблетки №60,2023-05-07,320.0,202.0,320.0
Солгар Лецитин соевый натуральный капсулы 1360мг №100,2023-05-07,1680.0,1436.0,1680.0
Гипоксен капсулы 250мг №30,2023-05-07,1107.0,695.0,1107.0
Эспиро таблетки 25мг №30,2023-05-07,1127.0,688.0,1127.0
Диувер таблетки 10мг №20,2023-05-07,690.0,483.0,690.0
"Калия оротат таблетки 0,5г №20",2023-05-07,174.0,139.0,174.0
Панангин таблетки №100,2023-05-07,356.0,240.0,356.0
Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50мг ампулы 2мл №5,2023-05-07,182.0,151.0,182.0
Актовегин раствор для инъекций 40мг/мл ампулы 5мл №5,2023-05-07,1037.0,850.0,1037.0
Детралекс таблетки 1000мг №18,2023-05-07,1280.0,880.0,1280.0
Мельдоний Велфарм капсулы 250мг №40,2023-05-07,298.0,240.0,298.0
Диувер таблетки 10мг №60,2023-05-07,1609.0,1065.0,1609.0
Валосердин капли для приема внутрь флакон 25мл,2023-05-07,115.0,84.0,115.0
Мельдоний капсулы 500мг №60 Озон,2023-05-07,748.0,623.0,748.0
Диувер таблетки 5мг №20,2023-05-07,539.0,312.0,539.0
Валосердин капли для приема внутрь флакон 15мл,2023-05-07,88.0,69.0,88.0
Тригрим таблетки 10мг №30,2023-05-07,652.0,459.0,652.0
Панангин форте таблетки №60,2023-05-07,617.0,392.0,617.0
Торасемид таблетки 5мг №30,2023-05-07,238.0,198.0,238.0
Корвалол таблетки №20,2023-05-07,173.0,116.0,173.0
Липримар таблетки 20мг №100,2023-05-07,1457.0,977.0,1457.0
Фуросемид таблетки 40мг №56,2023-05-07,44.0,37.0,44.0
Л-  Карнитин раствор для инъекций 200мг/мл ампулы 5мл №5,2023-05-07,640.0,446.0,640.0
Рибоксин таблетки 200мг №50,2023-05-07,108.0,71.0,108.0
Тригрим таблетки 5мг №30,2023-05-07,492.0,301.0,492.0
Аторвастатин таблетки 10мг №90,2023-05-07,435.0,398.0,435.0
Диувер таблетки 5мг №60,2023-05-07,1037.0,683.0,1037.0
Дибикор таблетки 250мг №60,2023-05-07,411.0,289.0,411.0
"Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5",2023-05-07,93.0,87.0,93.0
Фуросемид раствор для инъекций 10мг/мл ампулы 2мл №10,2023-05-07,54.0,50.0,54.0
Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50мг ампулы 2мл №5,2023-05-07,185.0,148.0,185.0
Липримар таблетки 40мг №30,2023-05-07,473.0,313.0,473.0
Липримар таблетки 10мг №100,2023-05-07,698.0,483.0,698.0
Липримар таблетки 20мг №30,2023-05-07,443.0,294.0,443.0
Актовегин раствор для инъекций 40мг/мл ампулы 10мл №5,2023-05-07,1817.0,1478.0,1817.0
Актовегин таблетки 200мг №50,2023-05-07,1836.0,1493.0,1836.0
Липримар таблетки 10мг №30,2023-05-07,210.0,143.0,210.0
Актовегин раствор для инъекций 40мг/мл ампулы 2мл №25,2023-05-07,1981.0,1611.0,1981.0
Диоридинвел таблетки 500мг №60,2023-05-07,908.0,755.0,908.0
Отрио таблетки 10мг №30,2023-05-07,769.0,488.0,769.0
"Ко-Перинева таблетки 2,5мг+8мг №90",2023-05-07,1729.0,1195.0,1729.0
Крестор таблетки 20мг №28,2023-05-07,4574.0,3430.0,4574.0
Мертенил таблетки 10мг №30,2023-05-07,915.0,628.0,915.0
"Ко-Перинева таблетки 1,25мг+4мг №90",2023-05-07,1452.0,868.0,1452.0
Крестор таблетки 10мг №126,2023-05-07,5932.0,4449.0,5932.0
Вальсакор таблетки 160мг №90,2023-05-07,1106.0,702.0,1106.0
Розарт таблетки 20мг №30,2023-05-07,1325.0,806.0,1325.0
Крестор таблетки 10мг №28,2023-05-07,1954.0,1367.0,1954.0
Розарт таблетки 10мг №30,2023-05-07,864.0,521.0,864.0
Мертенил таблетки 5мг №30,2023-05-07,738.0,506.0,738.0
Мертенил таблетки 20мг №30,2023-05-07,1243.0,861.0,1243.0
Розукард таблетки 20мг №30,2023-05-07,1296.0,954.0,1296.0
Вальсакор таблетки 80мг №90,2023-05-07,977.0,620.0,977.0
"Ко-Перинева таблетки 2,5мг+8мг №30",2023-05-07,826.0,559.0,826.0
Розукард таблетки 10мг №30,2023-05-07,995.0,617.0,995.0
Ко-Перинева таблетки 1.25мг+4мг №30,2023-05-07,734.0,455.0,734.0
"Юперио таблетки 50мг (25,7мг+24,3мг) №28",2023-05-07,2566.0,2100.0,2566.0
Телмиста таблетки 80мг №84,2023-05-07,1280.0,884.0,1280.0
Перинева таблетки 4мг №90,2023-05-07,656.0,418.0,656.0
Вальсакор таблетки 160мг №30,2023-05-07,509.0,291.0,509.0
Вальсакор Н таблетки 160мг+12.5мг №30,2023-05-07,629.0,355.0,629.0
Каптоприл таблетки 50мг №30,2023-05-07,192.0,159.0,192.0
Вальсакор таблетки 80мг №30,2023-05-07,449.0,274.0,449.0
Лориста Н таблетки 50мг+12.5мг №30,2023-05-07,462.0,282.0,462.0
"Юперио таблетки 100мг (51,4мг+48,6мг) №28",2023-05-07,2596.0,2181.0,2596.0
"Лориста Н таблетки 50мг+12,5мг №90",2023-05-07,935.0,594.0,935.0
Вальсакор Н таблетки 80мг+12.5мг №28,2023-05-07,493.0,301.0,493.0
Лориста таблетки 50мг №90,2023-05-07,506.0,339.0,506.0
Лориста таблетки 50мг №60,2023-05-07,393.0,263.0,393.0
Лориста таблетки 50мг №30,2023-05-07,211.0,141.0,211.0
Лориста Н таблетки 50мг+12.5мг №60,2023-05-07,784.0,498.0,784.0
Перинева таблетки 8мг №90,2023-05-07,806.0,472.0,806.0
Капотен таблетки 25мг №28,2023-05-07,200.0,135.0,200.0
Норваск таблетки 5мг №30,2023-05-07,207.0,165.0,207.0
"Ко-Перинева таблетки 0,625мг+2мг №30",2023-05-07,460.0,295.0,460.0
Телпрес таблетки 40мг №28,2023-05-07,397.0,233.0,397.0
"Фелодип таблетки 2,5мг №30",2023-05-07,655.0,525.0,655.0
Лориста таблетки 25мг №30,2023-05-07,106.0,71.0,106.0
Капотен таблетки 25мг №56,2023-05-07,378.0,254.0,378.0
"Юперио таблетки 200мг (102,8мг+97,2мг) №28",2023-05-07,2598.0,2100.0,2598.0
Вальсакор НД таблетки 160мг+25мг №30,2023-05-07,778.0,445.0,778.0
"Телпрес плюс таблетки 40мг+12,5мг №28",2023-05-07,467.0,374.0,467.0
Лориста таблетки 100мг №30,2023-05-07,194.0,130.0,194.0
"Ко - Дальнева таблетки 5мг+1,25мг+4мг №30",2023-05-07,728.0,508.0,728.0
Эквамер капсулы 5мг+10мг+10мг №30,2023-05-07,1292.0,893.0,1292.0
"Небилонг таблетки 2,5мг №30",2023-05-07,589.0,375.0,589.0
Панкреатин таблетки 25 ЕД №60,2023-05-07,0,0,0
Уголь активированный таблетки 250мг №50,2023-05-07,82.0,62.0,82.0
Феназалгин таблетки 100мг №10,2023-05-07,0,0,0
Полисорб МП порошок для суспензии 3г пакет №1,2023-05-07,0,0,0
Омегабактерин D3 капли флакон 5мл,2023-05-07,0,0,0
Масло расторопши капсулы №100,2023-05-07,0,0,0
Омевел капсулы 20мг №30,2023-05-07,0,0,0
Комплекс экстрактов расторопши/овса капсулы №30,2023-05-07,0,0,0
Тиотриазолин раствор для инъекций 25мг/мл ампулы 4мл №10,2023-05-07,0,0,0
Вазелиновое масло флакон 100мл,2023-05-07,0,0,0
Расторопши шрот 100г,2023-05-07,0,0,0
Комплекс экстрактов сенны/фенхеля/абрикоса таблетки №30,2023-05-07,0,0,0
Лактобаланс капсулы №28,2023-05-07,890.0,890.0,1190.0
Магния сульфат порошок для приготовления раствора для приема внутрь 25г,2023-05-07,0,0,0
Сорбектин порошок саше для взрослых 4г №10,2023-05-07,0,0,0
Омепразол капсулы 20мг №30,2023-05-07,81.0,70.0,81.0
Экспортал детский порошок для приготовления раствора 5г пак. №6,2023-05-07,0,0,0
Панум таблетки 40мг №28,2023-05-07,0,0,0
Расторопши семена 150г,2023-05-07,0,0,0
Вазелиновое масло флакон 100мл Аромасинтез,2023-05-07,0,0,0
Магния сульфат порошок для приготовления раствора для приема внутрь 20г,2023-05-07,0,0,0
Панум таблетки 20мг №14,2023-05-07,0,0,0
Микроферменты 25 000 ЕД капсулы №50,2023-05-07,0,0,0
Легалон капсулы 140мг №60,2023-05-07,0,0,0
Микроферменты 25 000 ЕД капсулы №20,2023-05-07,0,0,0
Лив 52 таблетки №100,2023-05-07,609.0,428.0,609.0
Лактулоза с экстрактом фенхеля жевательные пастилки №30,2023-05-07,0,0,0
Ферментозим Форте таблетки №25,2023-05-07,71.0,60.0,71.0
Бефунгин раствор для приема внутрь флакон 100мл,2023-05-07,281.0,191.0,281.0
Гринтерол капсулы 250мг №100,2023-05-07,0,0,0
Даларгин лиофилизат для приготовления раствора для инъекций 1мг ампулы №10,2023-05-07,0,0,0
Даларгин лиофилизат для приготовления раствора для инъекций 1мг ампулы №10,2023-05-07,0,0,0
Гринтерол капсулы 250мг №50,2023-05-07,0,0,0
Рабевита таблетки 20мг №28,2023-05-07,0,0,0
Рабевита таблетки 20мг №14,2023-05-07,0,0,0
Хит Сорбент таблетки №60,2023-05-07,0,0,0
Масло облепиховое капсулы 300мг №100,2023-05-07,0,0,0
Пантопразол Вертекс таблетки 40мг №30,2023-05-07,0,0,0
ТрэвелДрим браслет для беременных №2 0737,2023-05-07,0,0,0
Регидрон порошок для внутреннего применения №20,2023-05-07,0,0,0
Бейби Калм капли флакон 15мл,2023-05-07,0,0,0
Фламин таблетки 50мг №30,2023-05-07,366.0,283.0,366.0
Церукал раствор 10мг ампулы 2мл №10,2023-05-07,0,0,0
Салофальк суппозитории ректальные 250мг №10,2023-05-07,0,0,0
Фестал драже №40,2023-05-07,0,0,0
Церукал таблетки 10мг №50,2023-05-07,122.0,95.0,122.0
Секнидокс таблетки 1г №2,2023-05-07,0,0,0
Фестал драже №20,2023-05-07,0,0,0
Трихопол таблетки 250мг №20,2023-05-07,86.0,69.0,86.0
Мотилиум суспензия для приема внутрь 1мг/мл флакон 100мл,2023-05-07,1465.0,966.0,1465.0
Бак-Сет Форте капсулы №20,2023-05-07,666.0,479.0,666.0
Лоперамид таблетки 2мг №20,2023-05-07,28.0,26.0,28.0
Солгар Комплекс для пищеварения таблетки №100,2023-05-07,0,0,0
Одестон таблетки 200мг №50,2023-05-07,0,0,0
Комбифлокс таблетки 500/200мг №20,2023-05-07,1196.0,874.0,1196.0
Имодиум Экспресс таблетки лиофилизированные 2мг №20,2023-05-07,0,0,0
Хилак форте капли флакон 100мл,2023-05-07,0,0,0
Одестон таблетки 200мг №20,2023-05-07,0,0,0
Имодиум Экспресс таблетки лиофилизированные 2мг №10,2023-05-07,0,0,0
Солгар Лактаза 3500 таблетки жевательные №30,2023-05-07,0,0,0
Имодиум Экспресс таблетки лиофилизированные 2мг №6,2023-05-07,0,0,0
Лопедиум капсулы 2мг №10,2023-05-07,0,0,0
Панкреатин таблетки 30 ЕД №60,2023-05-07,0,0,0
Креон капсулы 25000 ЕД №50 Германия,2023-05-07,0,0,0
Аллохол таблетки №50,2023-05-07,0,0,0
Хилак форте капли флакон 100мл Вишня,2023-05-07,0,0,0
Лоперамид Реневал капсулы 2мг №10,2023-05-07,48.0,43.0,48.0
Хилак форте капли флакон 30мл,2023-05-07,0,0,0
Креон капсулы 25000 ЕД №20 Германия,2023-05-07,0,0,0
ПробиоЛог Форте капсулы №30,2023-05-07,0,0,0
Лоперамид Реневал капсулы 2мг №20,2023-05-07,92.0,78.0,92.0
Панкреатин таблетки 20000 ЕД №20,2023-05-07,253.0,216.0,253.0
Панкреатин таблетки 30 ЕД №50,2023-05-07,0,0,0
Облепиховое масло суппозитории ректальные 500мг №10,2023-05-07,0,0,0
Солгар Мультидофилус плюс капсулы №60,2023-05-07,0,0,0
Солгар Ацидофилус капсулы №60,2023-05-07,0,0,0
Домперидон таблетки 10мг №30,2023-05-07,316.0,214.0,316.0
ПробиоЛог капсулы №30,2023-05-07,0,0,0
Ондансетрон таблетки 8мг №10,2023-05-07,0,0,0
Энтеросгель паста 225г,2023-05-07,610.0,460.0,610.0
Мезим форте таблетки №20,2023-05-07,89.0,70.0,89.0
Фитомуцил Слим Смарт порошок для приготовления раствора для приема внутрь 5г саше №30,2023-05-07,0,0,0
Дриптан таблетки 5мг №30,2023-05-07,0,0,0
Одестон Форте таблетки 400мг №50,2023-05-07,0,0,0
Тиотриазолин таблетки 200мг №60,2023-05-07,0,0,0
Микролакс микроклизма 5мл №12,2023-05-07,1267.0,1006.0,1267.0
Фосфоглив Форте капсулы №50,2023-05-07,0,0,0
Париет таблетки 10мг №14,2023-05-07,0,0,0
Энтеродез порошок для приема внутрь 5г,2023-05-07,0,0,0
Де-нол таблетки 120мг №56,2023-05-07,0,0,0
Бифидумбактерин жидкий концентрат флакон 10мл №10 + Лактобактерин жидкий концентрат флакон 10мл №10,2023-05-07,0,0,0
Омепразол капсулы 20мг №30,2023-05-07,75.0,58.0,75.0
"Глицерин суппозитории ректальные 1,24г №10",2023-05-07,0,0,0
Омез лиофилизат для приготовления раствора для инфузий 40мг флакон №1,2023-05-07,0,0,0
Урсосан капсулы 250мг №100,2023-05-07,1788.0,1418.0,1788.0
Бисакодил-Хемофарм таблетки 5мг №30,2023-05-07,29.0,23.0,29.0
"Глицерин суппозитории ректальные 2,11г №10",2023-05-07,205.0,156.0,205.0
Мукофальк гранулы для приготовления суспензии Апельсин 5г пакеты №20,2023-05-07,636.0,447.0,636.0
Бифидумбактерин порошок 5 доз флакон №10,2023-05-07,0,0,0
Урсофальк капсулы 250мг №50,2023-05-07,0,0,0
Занидип рекордати таблетки 10мг №56,2023-05-07,749.0,535.0,749.0
Ордисс таблетки 16мг №30,2023-05-07,840.0,533.0,840.0
Энап H таблетки 10мг+25мг N60,2023-05-07,874.0,555.0,874.0
Перинева таблетки 8мг №30,2023-05-07,322.0,195.0,322.0
Лориста Н таблетки 100мг+12.5мг №90,2023-05-07,1158.0,741.0,1158.0
Телпрес таблетки 80мг №28,2023-05-07,510.0,288.0,510.0
Ко - Вамлосет таблетки 10мг+160мг+25мг №30,2023-05-07,801.0,508.0,801.0
Лориста таблетки 100мг №90,2023-05-07,583.0,391.0,583.0
Вамлосет таблетки 10мг+160мг №90,2023-05-07,1285.0,840.0,1285.0
Телпрес таблетки 80мг №98,2023-05-07,1281.0,966.0,1281.0
Норваск таблетки 10мг №30,2023-05-07,205.0,182.0,205.0
Вамлосет таблетки 5мг+80мг №30,2023-05-07,469.0,287.0,469.0
Телпрес таблетки 40мг №98,2023-05-07,1033.0,626.0,1033.0
Вамлосет таблетки 5мг+160мг №30,2023-05-07,591.0,361.0,591.0
"Лориста таблетки 12,5мг №30",2023-05-07,54.0,36.0,54.0
Анаприлин таблетки 10мг №50,2023-05-07,22.0,21.0,22.0
Фелодип таблетки 5мг №30,2023-05-07,704.0,447.0,704.0
Телпрес таблетки 40мг №56,2023-05-07,693.0,420.0,693.0
Энап Н таблетки 10мг+25мг №20,2023-05-07,372.0,219.0,372.0
Гипосарт таблетки 16мг №28,2023-05-07,542.0,331.0,542.0
"Энап таблетки 2,5мг №20",2023-05-07,21.0,17.0,21.0
Гипосарт таблетки 32мг №28,2023-05-07,648.0,366.0,648.0
"Телпрес плюс таблетки 40мг+12,5мг №98",2023-05-07,1145.0,888.0,1145.0
Гипосарт таблетки 8мг №28,2023-05-07,406.0,239.0,406.0
Телпрес плюс таблетки 80мг+25мг №28,2023-05-07,670.0,425.0,670.0
"Рамазид Н таблетки 5мг+12,5мг №30",2023-05-07,513.0,347.0,513.0
Телпрес таблетки 80мг №56,2023-05-07,814.0,514.0,814.0
"Тенорик таблетки 50мг+12,5мг №28",2023-05-07,245.0,140.0,245.0
Энап таблетки 10мг №60,2023-05-07,253.0,169.0,253.0
Лориста НД таблетки 100мг+25мг №30,2023-05-07,710.0,451.0,710.0
Тенорик таблетки 100мг+25мг №28,2023-05-07,327.0,184.0,327.0
Телпрес таблетки 20мг №28,2023-05-07,370.0,206.0,370.0
Телзап таблетки 40мг №30,2023-05-07,520.0,335.0,520.0
Лозап таблетки 50мг №30,2023-05-07,215.0,148.0,215.0
Ордисс таблетки 8мг №30,2023-05-07,637.0,432.0,637.0
Небилонг таблетки 5мг №50,2023-05-07,1000.0,704.0,1000.0
Лортенза таблетки 5мг+50мг №30,2023-05-07,500.0,320.0,500.0
Рамазид Н таблетки 5мг+25мг №30,2023-05-07,548.0,340.0,548.0
Энап таблетки 10мг №20,2023-05-07,84.0,56.0,84.0
"Ко - Дальнева таблетки 5мг+0,625мг+2мг №30",2023-05-07,443.0,306.0,443.0
Дилтиазем ретард таблетки 90мг №20,2023-05-07,245.0,131.0,245.0
"Роксатенз-инда таблетки 1,25мг+4мг+10мг №30",2023-05-07,670.0,471.0,670.0
Лозап таблетки 50мг №90,2023-05-07,653.0,453.0,653.0
Моноприл таблетки 20мг №28,2023-05-07,728.0,523.0,728.0
Фозикард таблетки 10мг №28,2023-05-07,492.0,330.0,492.0
Энап таблетки 5мг №20,2023-05-07,48.0,28.0,48.0
Дальнева таблетки 5мг+4мг №90,2023-05-07,1256.0,868.0,1256.0
Эдарби таблетки 20мг №28,2023-05-07,740.0,588.0,740.0
Фозикард таблетки 5мг №28,2023-05-07,330.0,203.0,330.0
Эгилок таблетки 25мг №60,2023-05-07,70.0,56.0,70.0
Эквамер капсулы 5мг+10мг+20мг №30,2023-05-07,1291.0,892.0,1291.0
Энап таблетки 5мг №60,2023-05-07,128.0,88.0,128.0
Эквамер капсулы 10мг+20мг+20мг №30,2023-05-07,1355.0,978.0,1355.0
"Роксатенз-инда таблетки 2,5мг+8мг+10мг №30",2023-05-07,783.0,551.0,783.0
Коринфар таблетки 10мг №100,2023-05-07,131.0,98.0,131.0
"Рамазид Н таблетки 2,5мг+12,5мг №30",2023-05-07,405.0,290.0,405.0
Дальнева таблетки 5мг+8мг №30,2023-05-07,819.0,520.0,819.0
Коринфар таблетки 10мг №50,2023-05-07,70.0,55.0,70.0
Анаприлин таблетки 10мг №50 Биосинтез,2023-05-07,22.0,20.0,22.0
Лортенза таблетки 10мг+50мг №30,2023-05-07,642.0,438.0,642.0
"Лозап плюс таблетки 50мг+12,5мг №30",2023-05-07,502.0,300.0,502.0
Экватор таблетки 5мг+10мг №30,2023-05-07,869.0,552.0,869.0
"Лозап плюс таблетки 50мг+12,5мг №60",2023-05-07,824.0,616.0,824.0
"Энап HL таблетки 10мг+12,5мг №20",2023-05-07,345.0,203.0,345.0
"Телпрес плюс таблетки 40мг+12,5мг №56",2023-05-07,738.0,508.0,738.0
"Роксатенз-инда таблетки 2,5мг+8мг+20мг №30",2023-05-07,1024.0,721.0,1024.0
Энап таблетки 20мг №20,2023-05-07,139.0,93.0,139.0
"Нипертен таблетки 2,5мг №30",2023-05-07,126.0,84.0,126.0
Экватор таблетки 10мг+20мг №30,2023-05-07,1138.0,723.0,1138.0
"Конкор кор таблетки 2,5мг №60",2023-05-07,312.0,233.0,312.0
Телзап таблетки 80мг №90,2023-05-07,1267.0,922.0,1267.0
Энам таблетки 5мг №20,2023-05-07,38.0,29.0,38.0
"Фозикард Н таблетки 20мг+12,5мг №28",2023-05-07,774.0,492.0,774.0
Энам таблетки 10мг №20,2023-05-07,59.0,46.0,59.0
Телзап таблетки 80мг №30,2023-05-07,649.0,388.0,649.0
Папазол таблетки №20,2023-05-07,81.0,58.0,81.0
Телзап АМ таблетки 10мг+80мг №56,2023-05-07,1263.0,955.0,1263.0
"Лозап плюс таблетки 50мг+12,5мг №90",2023-05-07,1172.0,833.0,1172.0
Дилтиазем ретард таблетки 180мг №30,2023-05-07,471.0,284.0,471.0
Нипертен таблетки 5мг №100,2023-05-07,331.0,220.0,331.0
Лозап таблетки 50мг №60,2023-05-07,436.0,293.0,436.0
Лортенза таблетки 10мг+100мг №30,2023-05-07,661.0,438.0,661.0
Лозап таблетки 100мг №30,2023-05-07,191.0,134.0,191.0
"Энап HL таблетки 20мг+12,5мг №20",2023-05-07,406.0,239.0,406.0
"Телзап плюс таблетки 80мг+12,5мг №30",2023-05-07,662.0,438.0,662.0
Дальнева таблетки 10мг+8мг №30,2023-05-07,833.0,466.0,833.0
Папазол таблетки №10,2023-05-07,23.0,15.0,23.0
Экватор таблетки 5мг+20мг №30,2023-05-07,1020.0,693.0,1020.0
"Диротон Плюс МВ капсулы 10мг+1,5мг №28",2023-05-07,528.0,337.0,528.0
"Диротон Плюс МВ капсулы 5мг+1,5мг №28",2023-05-07,510.0,356.0,510.0
Анаприлин Реневал таблетки 10мг №112,2023-05-07,53.0,47.0,53.0
Эквакард таблетки 5мг+10мг №30,2023-05-07,555.0,376.0,555.0
Нипертен таблетки 5мг №30,2023-05-07,155.0,111.0,155.0
Энам таблетки 2.5мг №20,2023-05-07,23.0,18.0,23.0
Периндоприл таблетки 4мг №30 Северная Звезда,2023-05-07,203.0,160.0,203.0
Дальнева таблетки 10мг+4мг №30,2023-05-07,738.0,468.0,738.0
"Эквапресс МВ капсулы 5мг+1,5мг+10мг №28",2023-05-07,919.0,647.0,919.0
Раунатин таблетки 2мг №50,2023-05-07,120.0,78.0,120.0
Атенолол таблетки 50мг №40,2023-05-07,26.0,23.0,26.0
Энам таблетки 20мг №20,2023-05-07,103.0,81.0,103.0
Белластезин таблетки №10,2023-05-07,81.0,54.0,81.0
Солгар Бромелайн таблетки №60,2023-05-07,0,0,0
Де-нол таблетки 120мг №112,2023-05-07,0,0,0
Солгар Комфорт Зон капсулы №90,2023-05-07,0,0,0
Фосфоглив капсулы №50,2023-05-07,604.0,486.0,604.0
БиоГая Пробиотик капли флакон 5мл,2023-05-07,0,0,0
Экурохол капсулы 250мг №100,2023-05-07,0,0,0
Омепразол Тева капсулы 40мг №28,2023-05-07,156.0,119.0,156.0
Бифидобактерии бифидум-СМ порошок 2г саше №30,2023-05-07,0,0,0
Бифидобактерии бифидум-СМ порошок 2г саше №10,2023-05-07,0,0,0
Омепразол Тева капсулы 10мг №28,2023-05-07,81.0,63.0,81.0
Урсофальк суспензия 250мг/5мл флакон 250мл №1,2023-05-07,0,0,0
Омепразол капсулы 20мг №30,2023-05-07,0,0,0
"Регидрон Био порошок 2х6,4 №5",2023-05-07,0,0,0
Салофальк суппозитории ректальные 500мг №10,2023-05-07,0,0,0
Мятные таблетки №10 Московская ФФ,2023-05-07,0,0,0
Мотилиум таблетки лингвальные 10мг №10,2023-05-07,0,0,0
Комбифлокс таблетки 500/200мг №10,2023-05-07,0,0,0
Холос сироп флакон 140мл,2023-05-07,0,0,0
Аципол капсулы №30,2023-05-07,597.0,398.0,597.0
Микразим капсулы 10000 ЕД №20,2023-05-07,274.0,186.0,274.0
Креон капсулы 40000 ЕД №50 Германия,2023-05-07,0,0,0
Уголь активированный таблетки 250мг №30,2023-05-07,75.0,51.0,75.0
Микразим капсулы 25000 ЕД №20,2023-05-07,484.0,355.0,484.0
Креон капсулы 10000 ЕД №20 Германия,2023-05-07,0,0,0
Полифильтрин Форте таблетки №50,2023-05-07,0,0,0
Линекс капсулы №16,2023-05-07,693.0,506.0,693.0
Бифидумбактерин порошок 5 доз пакетики №10,2023-05-07,114.0,90.0,114.0
Уголь активированный таблетки 250мг №10,2023-05-07,0,0,0
Де-нол таблетки 120мг №32,2023-05-07,0,0,0
Фосфоглив Урсо капсулы №50,2023-05-07,1090.0,774.0,1090.0
Фамотидин таблетки 20мг №20,2023-05-07,43.0,33.0,43.0
Фамотидин таблетки 20мг №30,2023-05-07,0,0,0
Санпраз таблетки 40мг №30,2023-05-07,0,0,0
Урсосан капсулы 250мг №50,2023-05-07,900.0,726.0,900.0
Порталак сироп флакон 250мл,2023-05-07,0,0,0
Урсосан капсулы 250мг №10,2023-05-07,174.0,135.0,174.0
Порталак сироп флакон 500мл,2023-05-07,449.0,379.0,449.0
Даларгин раствор для внутривенного и внутримышечного введения 1мг/мл ампулы 1мл №10,2023-05-07,0,0,0
Бекарбон таблетки №6,2023-05-07,69.0,45.0,69.0
Фамотидин таблетки 40мг №20,2023-05-07,0,0,0
Омепразол Тева капсулы 20мг №28,2023-05-07,92.0,71.0,92.0
Урсофальк капсулы 250мг №100,2023-05-07,0,0,0
Урсофальк таблетки 500мг №50,2023-05-07,0,0,0
Дюфалак сироп со вкусом сливы флакон 500мл,2023-05-07,0,0,0
Креон капсулы 40000 ЕД №50 Россия,2023-05-07,0,0,0
Атенолол таблетки 50мг №30,2023-05-07,49.0,43.0,49.0
Амлодипин Кардио таблетки 5мг №30,2023-05-07,114.0,100.0,114.0
Эгипрес капсулы 10мг+5мг №30,2023-05-07,739.0,616.0,739.0
Зеленина капли фл. 25мл,2023-05-07,134.0,90.0,134.0
Аллапинин таблетки 25мг №30,2023-05-07,741.0,559.0,741.0
Сиднофарм таблетки 2мг №30,2023-05-07,373.0,220.0,373.0
"Нитроминт спрей 0,4мг/доза 180 доз флакон 10г",2023-05-07,161.0,115.0,161.0
Нитросорбид таблетки 10мг №60,2023-05-07,33.0,25.0,33.0
Сотагексал таблетки 160мг №20,2023-05-07,147.0,101.0,147.0
Кординик таблетки 10мг №60,2023-05-07,657.0,461.0,657.0
Кордарон таблетки 200мг №30,2023-05-07,205.0,138.0,205.0
Аллафорте таблетки 25мг №20,2023-05-07,598.0,405.0,598.0
Моносан таблетки 20мг №30,2023-05-07,83.0,65.0,83.0
Пропанорм таблетки 150мг №50,2023-05-07,375.0,282.0,375.0
Кардикет ретард таблетки 20мг №50,2023-05-07,138.0,99.0,138.0
Бравадин таблетки 5мг №56,2023-05-07,928.0,620.0,928.0
Этацизин таблетки 50мг №50,2023-05-07,3249.0,2245.0,3249.0
"Бравадин таблетки 7,5мг №56",2023-05-07,928.0,640.0,928.0
Моночинкве таблетки 40мг №30,2023-05-07,178.0,129.0,178.0
Кардикет ретард таблетки 40мг №50,2023-05-07,249.0,185.0,249.0
Ранекса таблетки 500мг №60,2023-05-07,4955.0,3717.0,4955.0
Ранекса таблетки 1000мг №60,2023-05-07,4696.0,3571.0,4696.0
Кораксан таблетки 5мг №56,2023-05-07,1359.0,968.0,1359.0
"Кораксан таблетки 7,5мг №56",2023-05-07,1375.0,1048.0,1375.0
Флебодиа крем 50г,2023-05-07,315.0,315.0,630.0
Эскузан капли для приема внутрь флакон 20мл,2023-05-07,565.0,345.0,565.0
Детралекс таблетки 1000мг №30,2023-05-07,1861.0,1398.0,1861.0
Детралекс таблетки 1000мг №60,2023-05-07,3400.0,2540.0,3400.0
Детралекс таблетки 500мг №60,2023-05-07,2150.0,1548.0,2150.0
Детралекс таблетки 500мг №30,2023-05-07,1180.0,788.0,1180.0
Гипотиазид таблетки 25мг №20,2023-05-07,96.0,76.0,96.0
Дибикор таблетки 500мг №60,2023-05-07,602.0,391.0,602.0
Гипотиазид таблетки 100мг №20,2023-05-07,126.0,98.0,126.0
Валидол с глюкозой таблетки для рассасывания 60мг №20,2023-05-07,152.0,103.0,152.0
Леспефрил флакон 100мл,2023-05-07,240.0,149.0,240.0
Арифон ретард таблетки 1.5мг №30,2023-05-07,222.0,155.0,222.0
Арифон таблетки 2.5мг №30,2023-05-07,209.0,166.0,209.0
Предуктал ОД капсулы 80мг №30,2023-05-07,1100.0,788.0,1100.0
Предуктал ОД капсулы 80мг №60,2023-05-07,1864.0,1448.0,1864.0
Аторвастатин таблетки 40мг №30,2023-05-07,322.0,226.0,322.0
