count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
17_2023-05-07,Мотилиум таблетки лингвальные 10мг №10,2023-05-07,"['Эзофагит', 'Изжога', 'Тошнота и рвота', 'Гастроэзофагеальный рефлюкс', 'Гастроэзофагеальный рефлюкс с эзофагитом']",['Домперидон'],[],['Мотилиум'],['Janssen-Cilag/ Янссен Силаг'],['Бельгия'],['Таблетки для рассасывания'],['Рецептурный'],['15-30 С'],['Домперидон'],['10мг'],['Противорвотные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_2023-05-07,Комбифлокс таблетки 500/200мг №10,2023-05-07,"['Цистит', 'Острый тубулоинтерстициальный нефрит', 'Хронический тубулоинтерстициальный нефрит', 'Уретрит и уретральный синдром', 'Воспалительные болезни предстательной железы']","['Орнидазол', 'Офлоксацин']",[],['Комбифлокс'],['Micro Labs Ltd./ Микро Лабс Лимитед'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Орнидазол+Офлоксацин'],['500мг+200мг'],['Противопротозойные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_2023-05-07,Холос сироп флакон 140мл,2023-05-07,['Холецистит'],['Шиповника плодов экстракт'],['Аллохол (ФГА)'],['Холос'],"['ЗАО ""Вифитех""']",['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Шиповника плодов экстракт'],['40г'],['Желчегонные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_2023-05-07,Аципол капсулы №30,2023-05-07,"['Кишечные инфекции', 'Другие сальмонеллезные инфекции', 'Шигеллез', 'Энтеропатогенная инфекция, вызванная Escherichia coli', 'Другие бактериальные пищевые отравления']","['Грибка кефирного полисахарид', 'Лактобактерии ацидофильные']",[],['Аципол'],"['ЗАО ""Лекко""']",['Россия'],['Капсулы'],['Без рецепта'],['2-8 С'],['Грибка кефирного полисахарид+Лактобактерии ацидофильные'],['400мкг+107КОЕ'],['Регуляторы кишечной микрофлоры'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_2023-05-07,Микразим капсулы 10000 ЕД №20,2023-05-07,"['Кистозный фиброз', 'Диспепсия', 'Функциональная диарея', 'Другие хронические панкреатиты', 'Панкреатическая стеаторея']",['Панкреатин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Микразим'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Панкреатин'],['10000ЕД'],['Ферментные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_2023-05-07,Креон капсулы 40000 ЕД №50 Германия,2023-05-07,"['Кистозный фиброз', 'Гастрит и дуоденит', 'Диспепсия', 'Неинфекционный гастроэнтерит и колит неуточненный', 'Функциональная диарея']",['Панкреатин'],['Домашняя аптечка'],['Креон'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Германия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Панкреатин'],['40000ЕД'],['Ферментные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_2023-05-07,Уголь активированный таблетки 250мг №30,2023-05-07,"['Хроническая болезнь почек', 'Тиф и паратиф', 'Токсическое действие металлов', 'Другие сальмонеллезные инфекции', 'Шигеллез']",['Уголь активированный'],"['Аптечка путешественника', 'Энтеросорбенты']",['Уголь активированный'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Уголь активированный'],['250мг'],['Энтеросорбенты'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_2023-05-07,Микразим капсулы 25000 ЕД №20,2023-05-07,"['Кистозный фиброз', 'Диспепсия', 'Функциональная диарея', 'Другие хронические панкреатиты', 'Панкреатическая стеаторея']",['Панкреатин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Микразим'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Панкреатин'],['25000ЕД'],['Ферментные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_2023-05-07,Креон капсулы 10000 ЕД №20 Германия,2023-05-07,"['Кистозный фиброз', 'Гастрит и дуоденит', 'Диспепсия', 'Неинфекционный гастроэнтерит и колит неуточненный', 'Функциональная диарея']",['Панкреатин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Креон'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Германия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Панкреатин'],['10000ЕД'],['Ферментные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_2023-05-07,Полифильтрин Форте таблетки №50,2023-05-07,[],"['Лигнин гидролизный', 'Пектин']",[],['Полифильтрин'],['ООО В-МИН/ Экомир'],['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Лигнин гидролизный+Пектин'],['Отсутствует'],['Энтеросорбенты'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_2023-05-07,Линекс капсулы №16,2023-05-07,['Другие уточненные болезни кишечника'],['Лебенин'],[],['Линекс'],['Lek d.d./ Лек'],['Словения'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Лебенин'],['280мг'],['Регуляторы кишечной микрофлоры'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_2023-05-07,Бифидумбактерин порошок 5 доз пакетики №10,2023-05-07,"['Запор', 'Кишечные инфекции', 'Тошнота и рвота', 'Другие сальмонеллезные инфекции', 'Шигеллез']",['Бифидобактерии бифидум'],[],['Бифидумбактерин'],"['ООО ""ПроБиоФарм""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['2-8 С'],['Бифидобактерии бифидум'],['500КОЕ'],['Регуляторы кишечной микрофлоры'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_2023-05-07,Уголь активированный таблетки 250мг №10,2023-05-07,"['Хроническая болезнь почек', 'Тиф и паратиф', 'Токсическое действие металлов', 'Другие сальмонеллезные инфекции', 'Шигеллез']",['Уголь активированный'],[],['Уголь активированный'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Уголь активированный'],['250мг'],['Энтеросорбенты'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_2023-05-07,Де-нол таблетки 120мг №32,2023-05-07,[],['Висмута трикалия дицитрат'],[],['Де-Нол'],"['АО ""Р-Фарм"" /АО ""ОРТАТ""']",['Россия'],['Таблетки'],['Без рецепта'],['15-25 С'],['Висмута трикалия дицитрат'],['120мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_2023-05-07,Фосфоглив Урсо капсулы №50,2023-05-07,"['Хронический вирусный гепатит', 'Гастрит и дуоденит', 'Алкогольная болезнь печени', 'Хронический гепатит, не классифицированный в других рубриках', 'Первичный билиарный цирроз']","['Глицирризиновая кислота', 'Урсодезоксихолевая кислота']",[],['Фосфоглив'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота+Глицирризиновая кислота'],['250мг+35мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_2023-05-07,Фамотидин таблетки 20мг №20,2023-05-07,"['Злокачественная тучноклеточная опухоль', 'Другие уточненные нарушения внутренней секреции поджелудочной железы', 'Синдром Мендельсона', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка']",['Фамотидин'],['Квамател'],['Фамотидин'],['Hemofarm A.D./ Хемофарм'],['Югославия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Фамотидин'],['20мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_2023-05-07,Фамотидин таблетки 20мг №30,2023-05-07,['Эзофагит'],['Фамотидин'],['Квамател'],['Фамотидин'],['Hemofarm A.D./ Хемофарм'],['Югославия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Фамотидин'],['20мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_2023-05-07,Санпраз таблетки 40мг №30,2023-05-07,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации']",['Пантопразол'],[],['Санпраз'],['Sun Pharmaceutical Industries/ Сан Фармасьютикал Индастриз Лтд'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Пантопразол'],['40мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_2023-05-07,Урсосан капсулы 250мг №50,2023-05-07,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Урсодезоксихолевая кислота'],[],['Урсосан'],['Pro.Med.C.s./ Про.Мед. ЦС'],['Чехия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['250мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_2023-05-07,Порталак сироп флакон 250мл,2023-05-07,['Запор'],['Лактулоза'],"['Домашняя аптечка', 'Дюфалак']",['Порталак'],['Belupo/ Белупо'],['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лактулоза'],['66.7г'],['Слабительные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_2023-05-07,Урсосан капсулы 250мг №10,2023-05-07,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Урсодезоксихолевая кислота'],[],['Урсосан'],['Pro.Med.C.s./ Про.Мед. ЦС'],['Чехия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['250мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_2023-05-07,Порталак сироп флакон 500мл,2023-05-07,['Запор'],['Лактулоза'],"['Домашняя аптечка', 'Дюфалак']",['Порталак'],['Belupo/ Белупо'],['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лактулоза'],['66.7г'],['Слабительные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2023-05-07,Даларгин раствор для внутривенного и внутримышечного введения 1мг/мл ампулы 1мл №10,2023-05-07,"['Язва желудка', 'Язва двенадцатиперстной кишки', 'Острый панкреатит', 'Другие хронические панкреатиты']",['Даларгин'],[],['Даларгин'],"['Микроген НПО, ФГУП/ Иммунопрепараты']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['2-8 С'],['Даларгин'],['1мг/мл'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_2023-05-07,Бекарбон таблетки №6,2023-05-07,"['Изжога', 'Гастрит и дуоденит', 'Диспепсия', 'Другие и неуточненные боли в области живота']","['Белладонны экстракт', 'Натрия гидрокарбонат']",[],['Бекарбон'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Белладонны экстракт+Натрия гидрокарбонат'],['10мг+300мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41_2023-05-07,Фамотидин таблетки 40мг №20,2023-05-07,"['Злокачественная тучноклеточная опухоль', 'Другие уточненные нарушения внутренней секреции поджелудочной железы', 'Синдром Мендельсона', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка']",['Фамотидин'],['Квамател'],['Фамотидин'],['Hemofarm A.D./ Хемофарм'],['Югославия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Фамотидин'],['40мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_2023-05-07,Омепразол Тева капсулы 20мг №28,2023-05-07,[],['Омепразол'],"['Омез', 'Ультоп', 'Лосек']",['Омепразол'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Испания'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Омепразол'],['20мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_2023-05-07,Урсофальк капсулы 250мг №100,2023-05-07,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Урсодезоксихолевая кислота'],[],['Урсофальк'],['Dr. Falk Pharma GmbH/ Доктор Фальк Фарма'],['Германия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['250мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44_2023-05-07,Урсофальк таблетки 500мг №50,2023-05-07,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Урсодезоксихолевая кислота'],[],['Урсофальк'],['Dr. Falk Pharma GmbH/ Доктор Фальк Фарма'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['500мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_2023-05-07,Дюфалак сироп со вкусом сливы флакон 500мл,2023-05-07,[],['Лактулоза'],[],['Дюфалак'],"['ОАО ""Верофарм""']",['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лактулоза'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_2023-05-07,Креон капсулы 40000 ЕД №50 Россия,2023-05-07,"['Кистозный фиброз', 'Гастрит и дуоденит', 'Диспепсия', 'Неинфекционный гастроэнтерит и колит неуточненный', 'Функциональная диарея']",['Панкреатин'],[],['Креон'],"['ОАО ""Верофарм""']",['Россия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Панкреатин'],['40000ЕД'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_2023-05-07,Атенолол таблетки 50мг №30,2023-05-07,"['Мигрень', 'Злокачественное новообразование мозгового слоя надпочечника', 'Доброкачественное новообразование надпочечника', 'Тиреотоксикоз [гипертиреоз]', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Атенолол'],[],['Атенолол'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_2023-05-07,Амлодипин Кардио таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_2023-05-07,Эгипрес капсулы 10мг+5мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Рамиприл']",[],['Эгипрес'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Рамиприл'],['10мг+5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_2023-05-07,Зеленина капли фл. 25мл,2023-05-07,"['Неврастения', 'Соматоформная дисфункция вегетативной нервной системы', 'Застойная сердечная недостаточность']","['Белладонны настойка', 'Валерианы настойка', 'Ландыша настойка', 'Ментол']",[],['Зеленина капли'],"['ОАО ""Тверская ФФ""']",['Россия'],['Капли для приема внутрь'],['Без рецепта'],['8-15 С'],['Валерианы настойка+Ландыша настойка+Белладонны настойка+Ментол'],['Отсутствует'],['Кардиотонические средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_2023-05-07,Аллапинин таблетки 25мг №30,2023-05-07,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий', 'Другая и неуточненная преждевременная деполяризация']",['Лаппаконитина гидробромид'],[],['Аллапинин'],"['ЗАО ""Вилар""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лаппаконитина гидробромид'],['25мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_2023-05-07,Сиднофарм таблетки 2мг №30,2023-05-07,['Стенокардия [грудная жаба]'],['Молсидомин'],[],['Сиднофарм'],['Sopharma/ Софарма'],['Болгария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Молсидомин'],['2мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_2023-05-07,"Нитроминт спрей 0,4мг/доза 180 доз флакон 10г",2023-05-07,"['Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Левожелудочковая недостаточность', 'Легочный отек']",['Нитроглицерин'],[],['Нитроминт'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Спрей дозированный для сублингвального применения'],['Без рецепта'],['15-25 С'],['Нитроглицерин'],['0.4мг/доза'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_2023-05-07,Нитросорбид таблетки 10мг №60,2023-05-07,['Ишемическая болезнь сердца'],['Изосорбида динитрат'],[],['Нитросорбид'],"['ООО ""Фармапол-Волга""']",['Россия'],['Таблетки'],['Рецептурный'],['8-15 С'],['Изосорбида динитрат'],['10мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_2023-05-07,Сотагексал таблетки 160мг №20,2023-05-07,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий']",['Соталол'],[],['Сотагексал'],['Salutas Pharma GmbH/ Салютас Фарма'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Соталол'],['160мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_2023-05-07,Кординик таблетки 10мг №60,2023-05-07,['Стенокардия [грудная жаба]'],['Никорандил'],[],['Кординик'],"['ООО ""Пик-Фарма Про""']",['Россия'],['Таблетки'],['Рецептурный'],['2-8 С'],['Никорандил'],['10мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11_2023-05-07,Кордарон таблетки 200мг №30,2023-05-07,"['Стенокардия [грудная жаба]', 'Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий']",['Амиодарон'],[],['Кордарон'],['Chinoin Pharm. Works/ Хиноин'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амиодарон'],['200мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_2023-05-07,Аллафорте таблетки 25мг №20,2023-05-07,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий', 'Другая и неуточненная преждевременная деполяризация']",['Лаппаконитина гидробромид'],[],['Аллафорте'],"['ЗАО ""ФармВилар ФПК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лаппаконитина гидробромид'],['25мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13_2023-05-07,Моносан таблетки 20мг №30,2023-05-07,"['Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Изосорбида мононитрат'],[],['Моносан'],['Pro.Med.C.s./ Про.Мед. ЦС'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Изосорбида мононитрат'],['20мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_2023-05-07,Пропанорм таблетки 150мг №50,2023-05-07,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Другая и неуточненная преждевременная деполяризация']",['Пропафенон'],[],['Пропанорм'],['Pro.Med.C.s./ Про.Мед. ЦС'],['Чехия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Пропафенон'],['150мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_2023-05-07,Кардикет ретард таблетки 20мг №50,2023-05-07,[],['Изосорбида динитрат'],[],['Кардикет'],['Schwarz Pharma AG/ Шварц Фарма'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Изосорбида динитрат'],['20мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_2023-05-07,Бравадин таблетки 5мг №56,2023-05-07,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],['Кораксан'],['Бравадин'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ивабрадин'],['5мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_2023-05-07,Этацизин таблетки 50мг №50,2023-05-07,"['Синдром преждевременного возбуждения', 'Наджелудочковая тахикардия', 'Желудочковая тахикардия', 'Фибрилляция и трепетание предсердий', 'Другая и неуточненная преждевременная деполяризация']",['Этацизин'],[],['Этацизин'],"['OlainFarm/ Олайнфарм, АО']",['Латвия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Этацизин'],['50мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_2023-05-07,"Бравадин таблетки 7,5мг №56",2023-05-07,"['Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],['Кораксан'],['Бравадин'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ивабрадин'],['7.5мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_2023-05-07,Моночинкве таблетки 40мг №30,2023-05-07,"['Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Изосорбида мононитрат'],[],['Моночинкве'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Изосорбида мононитрат'],['40мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_2023-05-07,Кардикет ретард таблетки 40мг №50,2023-05-07,[],['Изосорбида динитрат'],[],['Кардикет'],['Schwarz Pharma AG/ Шварц Фарма'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Изосорбида динитрат'],['40мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_2023-05-07,Ранекса таблетки 500мг №60,2023-05-07,['Стенокардия [грудная жаба]'],['Ранолазин'],[],['Ранекса'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ранолазин'],['500мг'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_2023-05-07,Ранекса таблетки 1000мг №60,2023-05-07,['Стенокардия [грудная жаба]'],['Ранолазин'],[],['Ранекса'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ранолазин'],['1000мг'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_2023-05-07,Кораксан таблетки 5мг №56,2023-05-07,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],[],['Кораксан'],"['ООО ""Сервье Рус""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ивабрадин'],['5мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_2023-05-07,"Кораксан таблетки 7,5мг №56",2023-05-07,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],[],['Кораксан'],"['ООО ""Сервье Рус""']",['Россия'],['Таблетки'],['Рецептурный'],['Обычный'],['Ивабрадин'],['7.5мг'],['Средства при нарушениях сердечного ритма'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_2023-05-07,Флебодиа крем 50г,2023-05-07,[],['Диосмин'],['Ангиорус'],['Флебодиа'],['Dzintars/Дзинтарс'],['Латвия'],[],[],['Не выше 25 С'],['Диосмин'],['Отсутствует'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_2023-05-07,Эскузан капли для приема внутрь флакон 20мл,2023-05-07,"['Варикозное расширение вен нижних конечностей', 'Постфлебитический синдром', 'Венозная недостаточность (хроническая) (периферическая)', 'Локализованный отек']","['Тиамин (В1)', 'Эсцин']",[],['Эскузан'],['Wernigerode Pharma GmbH/ Вернигероде Фарма'],['Германия'],['Раствор для приема внутрь'],['Без рецепта'],['8-25 С'],['Эсцин+Тиамин (В1)'],['Отсутствует'],['Венотонизирующие внутренние средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
